restaurant_name,address
The Cozy Place Restaurant,"1692 Douglas Street Victoria, BC V8W 2G6 Canada"
John's Place,"723 Pandora Avenue Victoria, BC V8W 1N9 Canada"
Ox King Noodles,"1029 View Street Victoria, BC V8V 4V6 Canada"
The Fish Store,"1 Dallas Road Victoria, BC V8V 0B2 Canada"
Hanks A Restaurant,"1001 Douglas Street Unit G2A Victoria, BC V8W 2C5 Canada"
Nourish In The Harbour,"225 Quebec Street Victoria, BC V8V 1W2 Canada"
Jam Cafe,"542 Herald Street Victoria, BC V8W 1S5 Canada"
ENe Raw Food and Sake Bar,"737 Pandora Avenue Victoria, BC V8W 1N9 Canada"
Chorizo & Co,"807 Fort Street Victoria, BC V8W 1H6 Canada"
Chubby Dumpling,"1619 Store St Victoria, BC V8W 3K3 Canada"
The Courtney Room,"619 Courtney Street Victoria, BC V8W 1B8 Canada"
Pizza Hut,"911 Yates St. Unit 182 Victoria, BC V8V 4X3 Canada"
Pirate Pizza,"C1-1 Dallas Road Fisherman's Wharf Victoria, BC V8V 0B2 Canada"
Frankie's Modern Diner,"910 Government Street Victoria, BC V8W 1X3 Canada"
Belleville's Watering Hole & Diner,"427 Belleville Street Victoria, BC V8V 4W9 Canada"
Farmhouse,"10 Bastion Square Victoria, BC V8W 1H9 Canada"
Aura Waterfront Restaurant + Patio,"680 Montreal Street Victoria, BC V8V 1Z8 Canada"
Fathom,"463 Belleville St Victoria, BC V8V 1X3 Canada"
10 Acres Commons,"620 Humboldt Street Victoria, BC V8W 1A4 Canada"
BeaverTails,"602 Broughton Street Victoria, BC V8W 1C7 Canada"
Brasserie L'ecole,"1715 Government Street Victoria, BC V8W 1Z4 Canada"
Cafe Hanoi,"784 Humboldt Street Victoria, BC V8W 4A1 Canada"
Pho Tru,"1012 Blanshard Street Victoria, BC V8T 2M1 Canada"
The Courtney Room,"619 Courtney Street Victoria, BC V8W 1B8 Canada"
Pizza Hut,"911 Yates St. Unit 182 Victoria, BC V8V 4X3 Canada"
Pirate Pizza,"C1-1 Dallas Road Fisherman's Wharf Victoria, BC V8V 0B2 Canada"
Sookjai Thai Restaurant,"893 Fort Street Victoria, BC V8W 1H7 Canada"
Cafe Brio,"944 Fort Street Victoria, BC V8V 3K2 Canada"
Uchida Eatery / Shokudo,"633 Courtney Street Suite 22 Victoria, BC V8W 1B9 Canada"
Ferris' Upstairs Seafood & Oyster Bar,"536A Yates Street Victoria, BC V8W 1K8 Canada"
Yalla Middle Eastern Cuisine,"1011 Blanshard Street Victoria, BC V8W 2X9 Canada"
NUBO Kitchen + Bar,"490 Pandora Ave Victoria, BC V8W 1N6 Canada"
Momi Noodle,"554 Pandora Avenue Victoria, BC V8W 3G9 Canada"
Floyd’s Diner James Bay,"332 Menzies Street Victoria, BC V8V 2G9 Canada"
Maiiz,"540 Fisgard Street Victoria, BC V8W 1R4 Canada"
Q at The Empress,"721 Government St Victoria, BC V8W 1W5 Canada"
The Courtney Room,"619 Courtney Street Victoria, BC V8W 1B8 Canada"
Pizza Hut,"911 Yates St. Unit 182 Victoria, BC V8V 4X3 Canada"
Pirate Pizza,"C1-1 Dallas Road Fisherman's Wharf Victoria, BC V8V 0B2 Canada"
Fiamo,"515 Yates Street Victoria, BC V8W 1K7 Canada"
Blue Crab Seafood House,"146 Kingston Street Victoria, BC V8V 1V4 Canada"
Virtuous Pie,"530 Pandora Avenue Victoria, BC V8W 1N6 Canada"
Breakwater,"199 Dallas Road Victoria, BC V8V 1A2 Canada"
Bear & Joey Cafe,"1025 Cook St Victoria, BC V8V 3Z7 Canada"
Beijing Bistro,"769 Fort Street Victoria, BC V8W 1G9 Canada"
Tractor,"805 Government St Victoria, BC V8W 1W8 Canada"
Fisherman's Wharf,"1 Dallas Road Unit 107 Victoria, BC V8V 0B2 Canada"
Sushi Matsuri,"239 Menzies Street Victoria, BC V8V 2G6 Canada"
Bar 500 Eatery,"500 Oswego Street Victoria, BC V8V 5C1 Canada"
The Courtney Room,"619 Courtney Street Victoria, BC V8W 1B8 Canada"
Pizza Hut,"911 Yates St. Unit 182 Victoria, BC V8V 4X3 Canada"
Pirate Pizza,"C1-1 Dallas Road Fisherman's Wharf Victoria, BC V8V 0B2 Canada"
Boom + Batten,"2 Paul Kane Place Victoria, BC V9A 7J8 Canada"
The Courtney Room,"619 Courtney Street Victoria, BC V8W 1B8 Canada"
Block Kitchen + Bar,"101-538 Yates Street Victoria, BC V8W 1K8 Canada"
Tacofino,"760 Pandora Avenue Victoria, BC V8W 1N9 Canada"
Part and Parcel,"2656 Quadra Street Victoria, BC V8T 4E4 Canada"
Cactus Club Cafe,"1125 Douglas Street Victoria, BC V8W 3L7 Canada"
Wind Cries Mary,"45 Bastion Sqaure Victoria, BC V8W 1J1 Canada"
Curry Club Victoria,"980 Blanshard Street Opposite Royal Theatre Victoria, BC V8W 2H3 Canada"
Tibetan Kitchen,"680 Broughton Street Victoria, BC V8W 1C9 Canada"
Dumpling Drop,"556a Pandora Ave Pandora St. Victoria, BC V8W 1N7 Canada"
The Courtney Room,"619 Courtney Street Victoria, BC V8W 1B8 Canada"
Pizza Hut,"911 Yates St. Unit 182 Victoria, BC V8V 4X3 Canada"
Pirate Pizza,"C1-1 Dallas Road Fisherman's Wharf Victoria, BC V8V 0B2 Canada"
The Ruby,"642 Johnson St Victoria, BC V8W 1M6 Canada"
J & J Wonton Noodle House,"1012 Fort Street Victoria, BC V8V 3K4 Canada"
Boomtown,"950 Yates Street Victoria, BC V8V 3M2 Canada"
Lido Waterfront Bar & Bistro,"1234 S Wharf Street Victoria, BC V8W 3H9 Canada"
Joie Grillades,"104-1175 Cook Street Suite 104 Victoria, BC V8V 4A1 Canada"
Sult Pierogi Bar,"609 Yates St Victoria, BC V8W 1L1 Canada"
Bin 4 Burger Lounge,"911 Yates Street Suite 180 Victoria, BC V8V 4X3 Canada"
"Sakura Sushi, Grocery and Japanese Restaurant","1213 Quadra Street Victoria, BC V8W 2K6 Canada"
Ayo Eat,"Market Square 140-156 Johnson Street Victoria, BC V8W 3C6 Canada"
Sen Zushi,"940 Fort Street Victoria, BC V8V 3K2 Canada"
The Courtney Room,"619 Courtney Street Victoria, BC V8W 1B8 Canada"
Pizza Hut,"911 Yates St. Unit 182 Victoria, BC V8V 4X3 Canada"
Pirate Pizza,"C1-1 Dallas Road Fisherman's Wharf Victoria, BC V8V 0B2 Canada"
La Pasta,"6-1701 Douglas Street Victoria, BC V8W 0C1 Canada"
The Mint,"1414 Douglas Street Victoria, BC V8W 2G1 Canada"
Zambri's,"820 Yates Street Victoria, BC V8W 1L8 Canada"
Yua Japanese Bistro,"622 Fisgard Street Victoria, BC V8W 1R6 Canada"
Perro Negro,"536 Yates Street Victoria, BC V8W 1K8 Canada"
Legislative Dining Room,"614 Government Street Victoria, BC V8V 2H4 Canada"
Superflux{Cabana},"804 Broughton Street Victoria, BC V8W 1E4 Canada"
Cenote Restaurant and Lounge,"768 Yates Street Victoria, BC V8W 3Z1 Canada"
Heron Rock Bistro,"435 Simcoe Street Victoria, BC V8V 4T4 Canada"
Bold Butchery & Grill,"1420 Quadra Street Victoria, BC V8W 2L1 Canada"
The Courtney Room,"619 Courtney Street Victoria, BC V8W 1B8 Canada"
Pizza Hut,"911 Yates St. Unit 182 Victoria, BC V8V 4X3 Canada"
Pirate Pizza,"C1-1 Dallas Road Fisherman's Wharf Victoria, BC V8V 0B2 Canada"
The Poke Lounge,"866 Yates Street Victoria, BC V8W 1L8 Canada"
Moxies,"1010 Yates Street Suite 1 Victoria, BC V8V 3M6 Canada"
Gozen,"1005 Langley Street Victoria, BC V8W 1V7 Canada"
The Tapa Bar,"620 Trounce Alley Victoria, BC V8W 1K3 Canada"
Pizzeria Prima Strada,"230 Cook Street Victoria, BC V8V 3X3 Canada"
Dosa Paragon,"735 Yates Street Unit130 Victoria, BC V8W 3S2 Canada"
Irish Times Pub,"1200 Government Street Victoria, BC V8W 1Y3 Canada"
Ramen Arashi,"2950 Douglas Street Unit 222 Victoria, BC V8T 4N4 Canada"
Fuego Old Town Eatery,"Market Square 1435 Store Street Victoria, BC V8W 3C6 Canada"
Cook & Pan Polish Delicatessen & Cafe,"1527 Amelia Street Victoria, BC V8W 2K1 Canada"
The Courtney Room,"619 Courtney Street Victoria, BC V8W 1B8 Canada"
Pizza Hut,"911 Yates St. Unit 182 Victoria, BC V8V 4X3 Canada"
Pirate Pizza,"C1-1 Dallas Road Fisherman's Wharf Victoria, BC V8V 0B2 Canada"
Cora's,"850 Douglas Street Unit 150 Victoria, BC V8W 2B6 Canada"
Be Love,"1019 Blanshard Street Victoria, BC V8W 2H4 Canada"
Jones Bar B Que,"1725 Cook Street Victoria, BC V8T 3P4 Canada"
Yukatsu&uburger,"1008 Blanshard Street Victoria, BC V8W 2H5 Canada"
Clarke&Co,"1002 Blanshard Street Victoria, BC V8W 1E1 Canada"
Toro Bar & Bar,"708 View St Victoria, BC V8W 1J8 Canada"
Browns Socialhouse - Victoria Falls,"809 Douglas Street Victoria, BC V8W 2B9 Canada"
Chicken 649,"2224 Quadra Street Victoria, BC V8T 4C6 Canada"
Fire & Water Fish and Chop House,"728 Humboldt Street Victoria, BC V8W 3Z5 Canada"
The Drake Eatery,"517 Pandora Street Victoria, BC V8W 3C6 Canada"
The Courtney Room,"619 Courtney Street Victoria, BC V8W 1B8 Canada"
Pizza Hut,"911 Yates St. Unit 182 Victoria, BC V8V 4X3 Canada"
Pirate Pizza,"C1-1 Dallas Road Fisherman's Wharf Victoria, BC V8V 0B2 Canada"
Frickin' Delights Donuts,"632 Yates Street Victoria, BC V8W 1L3 Canada"
Saveur Restaurant,"658 Herald Street Victoria, BC V8W 1S7 Canada"
Fire Bowl Hot Pot 焰御火锅,"1008 Langley St Victoria, BC V8W Canada"
Le Petit Saigon Vietnamese Restaurant,"1010 Langley Street Victoria, BC V8W 1V8 Canada"
Ghost Ramen,"1609 Store St Victoria, BC V8W 3K3 Canada"
Coco Grill,"1 Dallas Road Fisherman's Wharf Victoria, BC V8V 0B2 Canada"
Yates Street Taphouse,"759 Yates Street Victoria, BC V8W 1L6 Canada"
Menbow Ramen Bar,"1018 Blanshard Street Victoria, BC V8W 2H5 Canada"
Oak Bay Seafood,"2024 Oak Bay Avenue Victoria, BC V8R 1E4 Canada"
Messob Ethiopian Cuisine,"1109 McKenzie Avenue Victoria, BC V8V 2W1 Canada"
The Courtney Room,"619 Courtney Street Victoria, BC V8W 1B8 Canada"
Pizza Hut,"911 Yates St. Unit 182 Victoria, BC V8V 4X3 Canada"
Pirate Pizza,"C1-1 Dallas Road Fisherman's Wharf Victoria, BC V8V 0B2 Canada"
Bangkok Modern Thai Cuisine,"1813 Douglas Street Victoria, BC V8T 4K5 Canada"
Stage,"1307 Gladstone Avenue Victoria, BC V8R 1R9 Canada"
Eva Schnitzelhaus,"509 Fisgard Street Victoria, BC V8W 3K3 Canada"
My Thai Cafe,"1020 Cook Street Victoria, BC V8V 3Z5 Canada"
Jonathan's Restaurant,"425 Quebec St Victoria, BC V8V 1W7 Canada"
Kuma Noodles Japan,"1551 Cedar Hill Cross Road Suite 215 Victoria, BC V8P 2P2 Canada"
Victoria Harbour House Restaurant,"607 Oswego St Victoria, BC V8V 4W9 Canada"
Golden City Restaurant,"721 Fisgard Street Victoria, BC V8W 1R8 Canada"
The Collective - Wine Bar & Kitchen,"107-230 Cook Street Victoria, BC V8V 3X3 Canada"
Sura Korean Cuisine,"1696 Douglas Street Victoria, BC V8W 2G6 Canada"
The Courtney Room,"619 Courtney Street Victoria, BC V8W 1B8 Canada"
Pizza Hut,"911 Yates St. Unit 182 Victoria, BC V8V 4X3 Canada"
Pirate Pizza,"C1-1 Dallas Road Fisherman's Wharf Victoria, BC V8V 0B2 Canada"
Hope Key,"1313 Douglas Street Victoria, BC V8W 2E9 Canada"
The Flying Otter,"950 Wharf Street Victoria, BC V8W 1C6 Canada"
The Keg Steakhouse + Bar,"500 Fort Street Victoria, BC V8W 1E5 Canada"
Island Poké,"1674 Douglas Street Victoria, BC V8W 2G6 Canada"
Picnic Too,"1019 Fort Street Victoria, BC V8V 3K5 Canada"
Finest At Sea,"27 Erie Street Victoria, BC V8V 1P8 Canada"
The Hallway,"1724 Douglas Street Victoria, BC V8W 2G7 Canada"
Milestones,"812 Wharf St Victoria, BC V8W 1T3 Canada"
Steamship Grill & Taphouse,"470 Belleville Street Victoria, BC V8V 1W9 Canada"
Bubby Rose’s Bakery,"2571B Quadra Street Victoria, BC V8T 4E1 Canada"
The Courtney Room,"619 Courtney Street Victoria, BC V8W 1B8 Canada"
Pizza Hut,"911 Yates St. Unit 182 Victoria, BC V8V 4X3 Canada"
Pirate Pizza,"C1-1 Dallas Road Fisherman's Wharf Victoria, BC V8V 0B2 Canada"
Earls Kitchen + Bar,"1199 Government Street #100 - Bay Center Victoria Victoria, BC V8W 3M9 Canada"
Interactivity Board Game Cafe,"723 Yates Street Victoria, BC V8W 1L6 Canada"
Szechuan Restaurant,"853 Caledonia Ave Victoria, BC V8T 4B9 Canada"
The Hive Eatery,"1275 Fairfield Road Victoria, BC V8V 3B3 Canada"
La Taquisa,"1017 Blanshard Street Victoria, BC V8W 2H4 Canada"
Pho Wisdom,"102-915 Fort Street ` Victoria, BC V8V 3K3 Canada"
Brickyard Pizza,"784 Yates Street Victoria, BC V8W 1L4 Canada"
Varsha Indian Kitchen,"1600 Government Street Suite 101 Victoria, BC V8W 1Z3 Canada"
Mesa Familiar,"1296 Gladstone Victoria, BC V8T 1G6 Canada"
Fan Tan Cafe,"549 Fisgard Street Victoria, BC V8W 1R5 Canada"
The Courtney Room,"619 Courtney Street Victoria, BC V8W 1B8 Canada"
Pizza Hut,"911 Yates St. Unit 182 Victoria, BC V8V 4X3 Canada"
Pirate Pizza,"C1-1 Dallas Road Fisherman's Wharf Victoria, BC V8V 0B2 Canada"
Wah Lai Yuen,"560 Fisgard Street Victoria, BC V8W 1R4 Canada"
Sushi Time Express,"120 - 735 Yates Street Victoria, BC V8W 1L6 Canada"
Xin Korean Reataurant,"823 Bay Street Victoria, BC V8T 1R3 Canada"
Nowhere a Restaurant,"1001 Douglas Street Unit G4 Victoria, BC V8W 2C5 Canada"
LURE Restaurant & Bar,"100 Harbour Road Victoria, BC V9A 0G1 Canada"
Indian Aroma Restaurant,"612 Fisgard Street Victoria, BC V8W 1R6 Canada"
The Oaks Restaurant,"206-2250 Oak Bay Avenue Victoria, BC V8R 1G5 Canada"
Siam Thai Restaurant,"512 Fort Street Victoria, BC V8W 1E6 Canada"
Shanzee's Biscuit Cafe,"529 Pandora Avenue Market Square Victoria, BC V8W 1N5 Canada"
ReBar Modern Food,"50 Bastion Square Victoria, BC V8W 1J2 Canada"
The Courtney Room,"619 Courtney Street Victoria, BC V8W 1B8 Canada"
Pizza Hut,"911 Yates St. Unit 182 Victoria, BC V8V 4X3 Canada"
Pirate Pizza,"C1-1 Dallas Road Fisherman's Wharf Victoria, BC V8V 0B2 Canada"
La Taqueria,"766 Fort Street Victoria, BC V8W 1H2 Canada"
The Old Spaghetti Factory,"703 Douglas Street Victoria, BC V8W 2B4 Canada"
Bokeh Cafe,"1028 Blanshard Street Victoria, BC V8W 2H5 Canada"
Hot and Cold Cafe,"313 Cook Street Victoria, BC V8V Canada"
You-Know Korean Restaurant,"726 Johnson St Victoria, BC V8W 1N1 Canada"
The Bent Mast,"512 Simcoe Street Victoria, BC V8V 1L8 Canada"
My Way Bikery,"1701 Douglas Street Victoria Public Market Victoria, BC V8W 0C1 Canada"
Smile Chicken,"1001 Douglas Street Unit G12 Victoria, BC V8W 2C5 Canada"
Roast,"1701 Douglas Street Unit 6 Victoria, BC V8W 0C1 Canada"
Jiangyun Noodle House,"830 Fort Victoria, BC V8S Canada"
The Courtney Room,"619 Courtney Street Victoria, BC V8W 1B8 Canada"
Pizza Hut,"911 Yates St. Unit 182 Victoria, BC V8V 4X3 Canada"
Pirate Pizza,"C1-1 Dallas Road Fisherman's Wharf Victoria, BC V8V 0B2 Canada"
Omakase Izakaya & Sushi Bar,"990 Blanshard Street Victoria, BC V8W 2H3 Canada"
Momo Sushi ,"1921 Quadra Street Victoria, BC V8T 4C1 Canada"
Superior Pizza,"455 Simcoe Street Victoria, BC V8V 4T3 Canada"
Thai Green Elephant Restaurant,"809 Craigflower Road Victoria, BC V9A 2W8 Canada"
Thunderbird Korean Fried Chicken,"253 Cook Street Victoria, BC V8V 3X4 Canada"
JBI Café Restaurant,"270 Government Street Victoria, BC V8V 2L2 Canada"
Romeo's,"1703 Blanshard Street Victoria, BC V8W 2J8 Canada"
Topos Ristorante Italiano,"1218 Wharf St Victoria, BC V8W 1T8 Canada"
Darcy's Pub Downtown,"1127 Wharf Street Victoria, BC V8W 1T7 Canada"
Crooked Goose Bistro,"4136 Wilkinson Road Victoria, BC V8Z 5A7 Canada"
The Courtney Room,"619 Courtney Street Victoria, BC V8W 1B8 Canada"
Pizza Hut,"911 Yates St. Unit 182 Victoria, BC V8V 4X3 Canada"
Pirate Pizza,"C1-1 Dallas Road Fisherman's Wharf Victoria, BC V8V 0B2 Canada"
Ebizo Japanese Restaurant,"604 Broughton Street Victoria, BC V8W 1C7 Canada"
The Mantra Fine Indian Cuisine,"1015 Fort Street Victoria, BC V8V 3K5 Canada"
Sun Wah Chinese Restaurant,"1515 Cook Street Victoria, BC V8T 5E5 Canada"
Stir It Up,"760A Yates Street Victoria, BC V8W 1L4 Canada"
Italian Food Imports,"1114 Blanshard Street Victoria, BC V8W 2H6 Canada"
Park's Kitchen,"606 Trounce Alley Victoria, BC V8W 1K3 Canada"
QV Cafe & Bakery,"1701 Government Street Victoria, BC V8W 1Z4 Canada"
Victoria BBQ House & Bakery,"1714 Government Street Victoria, BC V8W 1R4 Canada"
Eggs N Plants,"1 - 230 Menzies Street Victoria, BC V8V 2G7 Canada"
The Local,"1205 Wharf Street Victoria, BC V8W 3H9 Canada"
The Courtney Room,"619 Courtney Street Victoria, BC V8W 1B8 Canada"
Pizza Hut,"911 Yates St. Unit 182 Victoria, BC V8V 4X3 Canada"
Pirate Pizza,"C1-1 Dallas Road Fisherman's Wharf Victoria, BC V8V 0B2 Canada"
Joie French Cafe,"1610 Cook Street Victoria, BC V8T 3P1 Canada"
Fork'n Pork,"1221 Wharf Street Victoria, BC V8W 1T9 Canada"
Frank's Honeybun Cafe,"605 Yates Street Victoria, BC V8W 1L1 Canada"
Hecklers Bar & Grill,"123 Gorge Road E Victoria, BC V9A 1L1 Canada"
The Ruby,"3110 Douglas Street Victoria, BC V8Z 3K4 Canada"
Poke Fresh,"102 - 240 Cook Street Victoria, BC V8V 3X3 Canada"
Sizzling Tandoor,"637 Johnson Street Victoria, BC V8W 1M7 Canada"
Sedona Cafe and Lounge,"2296 Cadboro Bay Rd Victoria, BC V8R 5G9 Canada"
Baan Thai Restaurant,"1117 Blanshard St Victoria, BC V8W 2H7 Canada"
Kissako Sushi,"2027 Oak Bay Avenue Victoria, BC V8R 1E5 Canada"
The Courtney Room,"619 Courtney Street Victoria, BC V8W 1B8 Canada"
Pizza Hut,"911 Yates St. Unit 182 Victoria, BC V8V 4X3 Canada"
Pirate Pizza,"C1-1 Dallas Road Fisherman's Wharf Victoria, BC V8V 0B2 Canada"
Cafe Mexico,"1425 Store Street Victoria, BC V8W 3C6 Canada"
Papa Moe's,"766 Yates Street Victoria, BC V8V 3M2 Canada"
10 Acres Kitchen,"614 Humboldt Street Victoria, BC V8W 1A4 Canada"
CRAFT Beer Market - Victoria,"450 Swift Street Victoria, BC V8W 1S3 Canada"
5th Street Bar & Woodfire Grill,"1028 Hillside Avenue Victoria, BC V8T 2A3 Canada"
Faro,"1175 Beach Drive Victoria, BC V8S 2N2 Canada"
Alysa's Pho & Banh Mi,"2630 Quadra Street Victoria, BC V8T 4E4 Canada"
West Coast Waffles,"1235 Broad Street Victoria, BC V8W 2A4 Canada"
Chicken On the Run,"405 Craigflower Road Victoria, BC V9A 2V7 Canada"
Ricasalsa,"1109 McKenzie Street Victoria, BC V8V 2W3 Canada"
The Courtney Room,"619 Courtney Street Victoria, BC V8W 1B8 Canada"
Pizza Hut,"911 Yates St. Unit 182 Victoria, BC V8V 4X3 Canada"
Pirate Pizza,"C1-1 Dallas Road Fisherman's Wharf Victoria, BC V8V 0B2 Canada"
Tre Fantastico,"810 Humboldt Street Victoria, BC V8T 5B1 Canada"
Leopold’s Tavern,"570 Yates Street Victoria, BC V8W 1K8 Canada"
Lum's Chinese Restaurant,"914 Esquimalt Rd Esquimalt, BC V9A 3M6 Canada"
Spice Valley Indian Cuisine,"910 1/2 Esquimalt Road Victoria, BC V9A 3M6 Canada"
Baan Thai Restaurant,"2000 Cadboro Bay Road Unit 104 Oak Bay, BC V8R 5G5 Canada"
Rise & Grind,"1294 Broad Street Victoria, BC V8W 2A5 Canada"
Mr. Hotpot,"2510 Estevan Ave Victoria, BC V8R 5Z2 Canada"
Pho U,"D-456 Gorge Road E Victoria, BC V8T 2W4 Canada"
The Tartan Toque,"1507 Pandora Avenue Victoria, BC V8R 6P9 Canada"
The Sticky Wicket,"The Strathcona Hotel 919 Douglas Street Victoria, BC V8W 2C2 Canada"
The Courtney Room,"619 Courtney Street Victoria, BC V8W 1B8 Canada"
Pizza Hut,"911 Yates St. Unit 182 Victoria, BC V8V 4X3 Canada"
Pirate Pizza,"C1-1 Dallas Road Fisherman's Wharf Victoria, BC V8V 0B2 Canada"
Big Bite Samosa,"1701 Douglas Street Unit 7 Hudson Bay Market Victoria, BC V8W 2G7 Canada"
Fernwood Pizza Company,"2009 Fernwood Road Victoria, BC V8T 2Y8 Canada"
La Belle Patate,"1215 Esquimalt Road Victoria, BC V9A 3P1 Canada"
Vista 18,"740 Burdett Avenue 18th Floor Victoria, BC V8W 1B2 Canada"
Al Barak Mediterranean Grill,"569 Johnson Street Suite 101 Victoria, BC V8W 3C6 Canada"
Japanese Village Restaurant,"734 Broughton Street Victoria, BC V8W 1E1 Canada"
Glo Restaurant & Lounge,"104 - 2940 Jutland Road Victoria, BC V8T 5K6 Canada"
Cafe Zumzum,"1609 Blanshard Street Victoria, BC V8W 3C8 Canada"
Pho Vy Vietnamese Restaurant,"772 Fort Street Victoria, BC V8W 1H2 Canada"
Fern Cafe and Bakery,"1-1115 North Park Street Victoria, BC V8T 1C7 Canada"
The Courtney Room,"619 Courtney Street Victoria, BC V8W 1B8 Canada"
Pizza Hut,"911 Yates St. Unit 182 Victoria, BC V8V 4X3 Canada"
Pirate Pizza,"C1-1 Dallas Road Fisherman's Wharf Victoria, BC V8V 0B2 Canada"
Greek N Go,"1580 Cook Street Victoria, BC V8T 3N8 Canada"
Meet On Blanshard,"797 Hillside Avenue Victoria, BC V8T 1Z5 Canada"
The Art Of Slow Food,"140-780 Fisgard Street Victoria, BC V8W 0B8 Canada"
Laila Laila Hotpot Restaurant,"1540 Cedar Hill Cross Road Victoria, BC V8P 2P4 Canada"
Trini To D Bone,"650 Burnside Road W Victoria, BC V8Z 1M8 Canada"
Pirate Pizza,"C1-1 Dallas Road Fisherman's Wharf Victoria, BC V8V 0B2 Canada"
Avalon Restaurant,"1075 Fort Street Victoria, BC V8V 3K5 Canada"
Panago Pizza,"1575 Vancouver Street Victoria, BC V8V 0C8 Canada"
Vis-à-Vis,"2232 Oak Bay Avenue Victoria, BC V8R 1G5 Canada"
Ba Le Victoria,"774 Fort Street Victoria, BC V8W 1H2 Canada"
The Courtney Room,"619 Courtney Street Victoria, BC V8W 1B8 Canada"
