Province,Category,Restaurant_Name,Total,Sentiment
ON,Breakfast and brunch,Pür & Simple (St. Catharines),0.95,Good
ON,Breakfast and brunch,"Pita Pit (500 Arthur St. West, Unit A)",0.24,Bed
ON,Breakfast and brunch,Stacked Pancake & Breakfast House (Stoney Creek),0.94,Good
ON,Breakfast and brunch,Stacked Pancake & Breakfast House (Welland),0.91,Good
ON,Breakfast and brunch,Sunset Grill (100 Marche Way),0.55,Good
ON,Breakfast and brunch,Sunset Grill (1299 Barton St.),0.61,Good
ON,Breakfast and brunch,Sunset Grill (130 Highway 20 E),0.88,Good
ON,Breakfast and brunch,The Breakfast Griddle,0.85,Good
ON,Bubble Tea,Presotea (Kingston),0.93,Good
ON,Bubble Tea,Tealive,0.84,Good
ON,Burgers,A&W (Lansdowne St),0.04,Bed
ON,Burgers,Arha Variety,0.28,Bed
ON,Burgers,BeefCakes Burger Factory,0.93,Good
ON,Burgers,Boardwalk Burgers Fries & Shakes (Waterloo),0.66,Good
ON,Burgers,Broadway Bar & Grill (Riverside South),0.65,Good
ON,Burgers,Burger & Wings,0.92,Good
ON,Burgers,Burger Stack,0.93,Good
ON,Burgers,Burger's Priest (Waterloo),0.54,Good
ON,Burgers,Canteen (172 King St),0.57,Good
ON,Burgers,FIVE GUYS GARDINERS (ON-1562),0.50,Good
ON,Burgers,Harvey's (Bronson & Arlington),0.91,Good
ON,Burgers,Harvey's (Norwest Road),0.59,Good
ON,Burgers,Harvey's (Water St),-0.22,Bed
ON,Burgers,Harvey's (Wyandotte Street W.),0.11,Bed
ON,Burgers,Jack Astor's (400 Ontario St.),0.60,Good
ON,Burgers,McDonald's (Alpine St & Ottawa Rd),-0.14,Bed
ON,Burgers,McDonald's (Arthur St),-0.16,Bed
ON,Burgers,McDonald's (Kingsway),0.66,Good
ON,Burgers,McDonald's (Welland-Niagara),-0.03,Bed
ON,Burgers,McDonald's (Western),0.15,Bed
ON,Burgers,McDonald's (Willowcreek),-0.36,Bed
ON,Burgers,Ranvee's Restaurant And Bar,0.97,Good
ON,Burgers,Renegade Chicken (15A - 2960 Kingsway Drive),0.17,Bed
ON,Burgers,Shoeless Joe's Sports Grill (Peterborough),0.74,Good
ON,Burgers,South St. Burger (Ottawa & Fischer-Hallman),0.67,Good
ON,Burgers,Swiss Chalet (Geneva St),0.74,Good
ON,Burgers,The Dirty Burger Company,0.56,Good
ON,Burgers,The Works Craft Burgers & Beers (589 Fairway Rd S.),0.68,Good
ON,Burgers,Tommy's,0.70,Good
ON,Burgers,Wellington Diner,0.96,Good
ON,Burgers,Wimpy's Diner (Main Street),0.92,Good
ON,Burritos,Taco Bell (300 Tecumseh Rd),-0.05,Bed
ON,Burritos,Taco Time (679 Memorial Avenue),0.54,Good
ON,Cafe,Leonidas Chocolates Café,0.95,Good
ON,Canadian,Cadmans Montreal Bagels,0.32,Bed
ON,Canadian,Cadmans Montreal Bagels ((Mtl rd & Vanier Pkwy),0.25,Bed
ON,Canadian,For Thirst and Hunger Beverage and Food Company,0.48,Bed
ON,Canadian,Harvey's (Highbury Ave),0.25,Bed
ON,Canadian,Harvey's (Westmount Rd W),0.62,Good
ON,Canadian,Mother Hubbard's,0.90,Good
ON,Caribbean,Island Mix Restaurant & Lounge (Kitchener),0.86,Good
ON,Caribbean,Island Spice Jerk House,0.88,Good
ON,Cheese,Frank & Burgers,0.56,Good
ON,Chicken,"Mary Brown's Chicken (656 Gardiners Road, Unit 20a)",0.37,Bed
ON,Chicken,Mary Brown's Chicken (700 Strasburg Road),0.93,Good
ON,Chicken Strips,Pizza Pizza (185 King St. W),0.94,Good
ON,Chicken Strips,Pizza Pizza (414 Princess),-0.34,Bed
ON,Chicken Strips,Pizza Pizza (52 Elm St),0.90,Good
ON,Chicken Strips,Pizza Pizza (673 West Somerset Street),0.13,Bed
ON,Chinese,7 Star Dumpling House (Regent St.),0.68,Good
ON,Chinese,Bamboo Restaurant,0.46,Bed
ON,Chinese,China Taste,0.58,Good
ON,Chinese,Crystal Palace,0.93,Good
ON,Chinese,Dim Sum House,0.93,Good
ON,Chinese,Good Lucky168 Chinese restaurant,0.07,Bed
ON,Chinese,Green Island Chinese Resturant and Bar,0.48,Bed
ON,Chinese,Kam Yin Chinese Restaurant 金燕子,0.64,Good
ON,Chinese,King’s Way Buffet,0.53,Good
ON,Chinese,Lee's home taste Braised  Chicken（老李黄焖鸡）,0.69,Good
ON,Chinese,Magnolia Chinese Cuisine,0.96,Good
ON,Chinese,Manchu Wok (1000 Fort William Road),0.60,Good
ON,Chinese,Mei King Restaurant,0.73,Good
ON,Chinese,Win Fortune,-0.47,Bed
ON,Coffee & tea,Allen Gourmet Coffee & Eatery,0.91,Good
ON,Coffee & tea,Jet Cafe,0.94,Good
ON,Coffee & tea,Wild Thyme,0.89,Good
ON,Comfort food,Angel's Family Restaurant,0.75,Good
ON,Comfort food,Brickhouse Grill and Bar (123 Simcoe St),-0.16,Bed
ON,Comfort food,"Church's Texas Chicken (1030 Adelaide St N, London)",0.49,Bed
ON,Comfort food,Church's Texas Chicken (247 King Street North),0.58,Good
ON,Comfort food,Church's Texas Chicken (5846 Drummond Road),0.21,Bed
ON,Comfort food,Domenic's On 20,0.92,Good
ON,Comfort food,Galito's Flame Grilled Chicken (Kitchener),0.93,Good
ON,Comfort food,Gus's Restaurant,0.52,Good
ON,Comfort food,Lotus Thai & Vietnamese Cuisine,0.85,Good
ON,Comfort food,Maple moose pub,0.61,Good
ON,Comfort food,One Eyed Jack Peterborough,0.93,Good
ON,Comfort food,Station Restaurant [Windsor],0.28,Bed
ON,Comfort food,Tacheena Middle Eastern Cuisine,0.91,Good
ON,Comfort food,Tea Point,0.85,Good
ON,Comfort food,The Burnt Tongue (Locke),0.31,Bed
ON,Comfort food,The Store Famous,0.70,Good
ON,Convenience,Ace convenience,0.75,Good
ON,Convenience,Churchill Convenience,0.63,Good
ON,Convenience,Kwik Way (Bancroft Dr.),0.00,Bed
ON,Convenience,Ottawa South Groceteria,0.95,Good
ON,Convenience,Pinto’s Convenience,0.73,Good
ON,Convenience,Student Variety,0.97,Good
ON,Convenience,Zesty Market (280 Elgin St),0.02,Bed
ON,Deli,Reynolds Restaurant,0.49,Bed
ON,Deli,SMK African Foods Inc,0.72,Good
ON,Dessert: Other,Crumbled,0.60,Good
ON,Desserts,Baskin Robbins (908 Lansdowne St. W.),0.81,Good
ON,Desserts,Beavertails  (159 Division St),0.94,Good
ON,Desserts,Beavertails (Kingston),0.94,Good
ON,Desserts,Cheesecake & Desserts (Waterloo),0.82,Good
ON,Desserts,Chez Leon Breads,0.95,Good
ON,Desserts,Crepe Delicious (Vansickle),-0.29,Bed
ON,Desserts,Farhat’s Bakery,0.37,Bed
ON,Desserts,Ghost Kitchen Brands (Bath Rd),0.24,Bed
ON,Desserts,Ghost Kitchen Brands (Vansickle),-0.29,Bed
ON,Desserts,Monster Cupcakes (Vansickle),-0.29,Bed
ON,Desserts,Pastry Place Bakery,0.93,Good
ON,Desserts,Quelque Chose Macaron Boutique,0.94,Good
ON,Desserts,The Cheesecake Factory Bakery by Ghost Kitchens (Bath Rd),0.24,Bed
ON,Diner,Swiss Chalet (Dalton Ave),0.04,Bed
ON,European,Little Foot Foods,0.83,Good
ON,Everyday Essentials,00941 Petro-Canada (50 Tecumseh Road West),0.48,Bed
ON,Everyday Essentials,35326 Petro-Canada (1586 Centennial Drive),0.27,Bed
ON,Everyday Essentials,Farah Foods,0.67,Good
ON,Everyday Essentials,Food Basics (325 Thorold Rd),0.94,Good
ON,Everyday Essentials,On the Run 42366 | 1160 Fennell Ave E,0.95,Good
ON,Fast food,A&W (155 Queen Street),0.85,Good
ON,Fast food,A&W (2404 Long Lake Rd),0.66,Good
ON,Fast food,A&W (328 King St),0.36,Bed
ON,Fast food,A&W (526 Memorial Ave),0.69,Good
ON,Fast food,A&W (806 Niagara St),0.77,Good
ON,Fast food,A&W (Dougall Ave),-0.20,Bed
ON,Fast food,A&W (Upper James St),0.11,Bed
ON,Fast food,McDonald's (Elgin St),0.09,Bed
ON,Fast food,Smoke's Poutinerie (St Paul & James),0.36,Bed
ON,Fast food,Wendy's (1015 The Kingsway),0.65,Good
ON,Fast food,Wendy's (1043 Princess St.),0.29,Bed
ON,Fast food,Wendy's (1124 Chemong Road),-0.12,Bed
ON,Fast food,Wendy's (350 Westmount Road West),-0.25,Bed
ON,Fast food,Wendy's (530 Niagara St.),-0.01,Bed
ON,Fast food,Wendy's (55 Tecumseh Road West),0.58,Good
ON,Fast food,Wendy's (676 Highbury Avenue),-0.15,Bed
ON,Fast food,Wendy's (869 Upper James Street),0.50,Bed
ON,Fast food,Wendy's (950 Memorial Avenue),0.17,Bed
ON,French,Geneva Crepe Bistro,0.62,Good
ON,Fried Foods,The Bannock Lady,0.41,Bed
ON,Greek,Herc's Greek Eatery,0.50,Bed
ON,Grocery,Metro (1161 Barton Street East),-0.16,Bed
ON,Grocery,Walmart (2277 Riverside Dr.),0.15,Bed
ON,Grocery,Walmart (330 Clarke Rd),0.65,Good
ON,Halal,Geenie Bakery,0.95,Good
ON,Halal,SAFI FINE FOODS INC,0.58,Good
ON,Halal,Shawarma El Mina,0.43,Bed
ON,Healthy,Curry Up Now,-0.01,Bed
ON,Healthy,Oat Couture Oatmeal Cafe,0.94,Good
ON,Ice cream & frozen yogurt,Menchie's (Thunder Bay),0.84,Good
ON,Ice cream & frozen yogurt,Quik Chek Convenience Store,0.48,Bed
ON,Ice cream & frozen yogurt,Rollzup ice cream,0.92,Good
ON,Indian,Bombay Touch,0.77,Good
ON,Indian,Casper,0.33,Bed
ON,Indian,Curry Mantra (Peterborough),0.35,Bed
ON,Indian,FLAME HOUSE GRILL & BAR,0.83,Good
ON,Indian,Goodlife Foods Co.,0.46,Bed
ON,Indian,"GREENLEAF - South Indian Food, Idli, Dosa Restaurant In Hamilton",0.50,Bed
ON,Indian,Himchuli Authentic Asian Cuisines,0.73,Good
ON,Indian,Hot Kitchen,0.83,Good
ON,Indian,Hurry Curry (Devonshire Mall),0.12,Bed
ON,Indian,Indian Spice,0.58,Good
ON,Indian,Mahal Restaurant,0.94,Good
ON,Indian,Monsoon Indian Cuisine,0.81,Good
ON,Indian,Nakhraa (George St),0.28,Bed
ON,Indian,Passage to India Restaurant,0.63,Good
ON,Indian,Peterborough Desi Cuisine,0.77,Good
ON,Indian,Punjabi Canteen,0.64,Good
ON,Indian,Rangla Punjab Indian Restaurant,0.91,Good
ON,Indian,Royal Paan (Hamilton - Rymel),0.80,Good
ON,Indian,Vedic Foods,0.40,Bed
ON,Italian,Alba Pizzeria,0.67,Good
ON,Italian,Boston Pizza (95 Dalton Ave),0.72,Good
ON,Italian,Boston Pizza (Bingemans),0.59,Good
ON,Italian,Boston Pizza (Thunder Bay),0.49,Bed
ON,Italian,East Side Mario's (Kingston),0.92,Good
ON,Italian,East Side Mario's (Lasalle),0.54,Good
ON,Italian,East Side Mario's (Peterborough),0.51,Good
ON,Italian,La Cucina Pizzeria (Kitchener),0.90,Good
ON,Italian,Pita Pit (1255 Kilally Road),0.42,Bed
ON,Italian,Roberto's Corner,0.84,Good
ON,Japanese,Ajio Korean and Japanese Restaurant,0.92,Good
ON,Japanese,Okinawa Sushi Regent,0.27,Bed
ON,Japanese,Sima Sushi,0.49,Bed
ON,Japanese,Sushiya Zen,0.81,Good
ON,Japanese,Tora Sushi,0.88,Good
ON,Japanese: Sushi,GoForSushi,0.72,Good
ON,Japanese: Sushi,Hockey Sushi,0.68,Good
ON,Japanese: Sushi,Maki sushi & noodle,0.77,Good
ON,Juice & Smoothies,Juice Dudez,0.98,Good
ON,Korean,Kim’s Kitchen,0.86,Good
ON,Korean,Sam Street Food,0.99,Good
ON,Korean,The Fry,0.91,Good
ON,Korean,Three Uncles Korean Chicken (Glenridge),0.70,Good
ON,Korean,Top chicken,0.92,Good
ON,Lebanese,Shawarma Shack,0.69,Good
ON,Mediterranean,El Mayor,0.95,Good
ON,Mediterranean,Etta's Greeklish Eatery,0.88,Good
ON,Mediterranean,Five Star Shawarma and Pizza,0.39,Bed
ON,Mediterranean,iShawarma,0.40,Bed
ON,Mediterranean,La Luna (Concession Street),0.90,Good
ON,Mediterranean,Lazeez Shawarma (370 Highland Rd W),0.48,Bed
ON,Mediterranean,"Osmow's (2040 Algonquin Rd, Unit 13A)",0.58,Good
ON,Mediterranean,Osmow's (Water St),0.71,Good
ON,Mediterranean,Sana Grill (Fennell Ave),0.36,Bed
ON,Mediterranean,Three Kretans Greek Restaurant,0.92,Good
ON,Mexican,Barburrito (Hunt Club),0.35,Bed
ON,Mexican,BarBurrito (Thunder Bay),0.15,Bed
ON,Mexican,Bobby Burrito & Taco,0.82,Good
ON,Mexican,El Camino's,0.83,Good
ON,Mexican,El Tres,0.96,Good
ON,Mexican,Fresh Burrito (170 University Ave W),0.54,Good
ON,Mexican,Fresh Burrito (5932 Victoria Ave),0.91,Good
ON,Mexican,Guac Mexi Grill (Kingston),0.78,Good
ON,Mexican,John Juan Burrito,0.82,Good
ON,Mexican,La Parrillada Grill and Latin Cuisine,0.92,Good
ON,Mexican,Mucho Burrito (3100 Howard Avenue),0.53,Good
ON,Mexican,Qdoba  (650 Division Rd),0.71,Good
ON,Mexican,Taco Sol,0.76,Good
ON,Mexican,Tortillatwist,0.96,Good
ON,Middle Eastern,Cedar North Restaurant,0.95,Good
ON,Middle Eastern,Damascus Restaurant,0.60,Good
ON,Middle Eastern,New King Shawarma Plus,0.89,Good
ON,Middle Eastern,Oasis Mediterranean Grill (OMG),0.92,Good
ON,Middle Eastern,Prince Ali Bakery,0.74,Good
ON,Middle Eastern,Reef Bakery,0.77,Good
ON,Middle Eastern,Royal Aleppo Food,0.80,Good
ON,Middle Eastern,Shawarma Hot Spot,0.72,Good
ON,Middle Eastern,Shelby's Shawarma (West Five),0.30,Bed
ON,Pastry,Pastry Culture,0.86,Good
ON,Pizza,241 Pizza  (140 Parkhill Rd W),0.00,Bed
ON,Pizza,241 Pizza (Kingston),0.30,Bed
ON,Pizza,AD Double Deal Pizza Wings,0.97,Good
ON,Pizza,Bianca's Pizza,0.96,Good
ON,Pizza,Breakfast by Gabriel's,0.65,Good
ON,Pizza,Burger Factory (550 Hespeler Rd),0.83,Good
ON,Pizza,Campus Pizza,0.57,Good
ON,Pizza,Cheez-Us Pizza,0.90,Good
ON,Pizza,City South Pizza (Niagara),0.55,Good
ON,Pizza,Crossroads Country Store,0.95,Good
ON,Pizza,Double Double Pizza & Chicken (347 Erb St),0.36,Bed
ON,Pizza,Gino's Pizza (640 Mohawk Rd W),0.74,Good
ON,Pizza,Gino's Pizza (Glenridge Ave),0.09,Bed
ON,Pizza,Gino's Pizza (Highland Rd & Lawrence Ave),0.53,Good
ON,Pizza,Industria Pizzeria + Bar (Stoney Creek),0.32,Bed
ON,Pizza,Joe's Bros Pizza,0.60,Good
ON,Pizza,KW Grabb-a-Pizza,0.73,Good
ON,Pizza,Later Pizza (Waterloo),0.82,Good
ON,Pizza,Lava Pizza & Wings,-0.01,Bed
ON,Pizza,Little Caesars (1835 Regent St),0.10,Bed
ON,Pizza,Little Caesars (210 Lorraine Avenue),0.28,Bed
ON,Pizza,Little Caesars (300 Tecumseh Road East),0.36,Bed
ON,Pizza,Little Caesars (355 Montreal Rd.),0.19,Bed
ON,Pizza,Little Caesars (507 Princess Street),0.71,Good
ON,Pizza,Little Caesars (Arthur St W),0.20,Bed
ON,Pizza,Little Caesars (Lincoln Street),0.46,Bed
ON,Pizza,Little Caesars (Rymal Road),0.38,Bed
ON,Pizza,Mike's Pizza & Donair (Oakville Ave),0.59,Good
ON,Pizza,Pete's Pizza,0.91,Good
ON,Pizza,Pizza Express Stirling,0.97,Good
ON,Pizza,Pizza Hut (121 Loach's Road),0.09,Bed
ON,Pizza,Pizza Hut (705 George Street North),0.21,Bed
ON,Pizza,Pizza Hut (707 Memorial Ave.),0.16,Bed
ON,Pizza,Pizza Nova (908 Landsdowne St W),0.81,Good
ON,Pizza,"Pizza Pizza (91 George St, Peterborough)",-0.36,Bed
ON,Pizza,Pizza Pizza (Lake St. and Nihan Dr.),0.58,Good
ON,Pizza,Pizza Roma +,0.85,Good
ON,Pizza,Pizza Studio (Kingston),0.65,Good
ON,Pizza,PizzaForno,0.62,Good
ON,Pizza,Popular Pizza (Waterloo),0.35,Bed
ON,Pizza,Red Swan Pizza (Kitchener North),0.00,Bed
ON,Pizza,Red Swan Pizza (Sudbury Lasalle),0.14,Bed
ON,Pizza,Smiley's Pizzeria,0.65,Good
ON,Pizza,The Original Pizza Plus,0.68,Good
ON,Pizza,Thyme Pizza N Rolls,0.85,Good
ON,Pizza,Tony V's Pizza & Restaurant,0.92,Good
ON,Pizza,Topper's Pizza (King St),0.72,Good
ON,Pizza,Twice the Deal Pizza (8 Bloomingdale Rd N),-0.03,Bed
ON,Pizza,Volcanos Pizzeria (Fonthill),0.71,Good
ON,Rotisserie Chicken,Swiss Chalet (Victoria & Frederick),0.44,Bed
ON,Salads,BUTTERBITES Cafe and Restaurant,0.84,Good
ON,Salads,Minos Take Out West,0.61,Good
ON,Sandwich,Club House - Ottawa,0.15,Bed
ON,Sandwich,Firehouse Subs (Niagara Falls),0.82,Good
ON,Sandwich,Mike's Submarines,0.20,Bed
ON,Sandwich,Quick Sandwiches (King St S and Town Square),0.33,Bed
ON,Sandwich,Reset Social Cafe,0.90,Good
ON,Sandwich,Subito Sandwich,0.60,Good
ON,Sandwich,Subway (Montreal Rd),0.96,Good
ON,Sandwich,The Grocery Basket,0.59,Good
ON,Sandwich,Williams Fresh Cafe (Dorchester),0.62,Good
ON,Sandwiches,Melt&Grill,0.63,Good
ON,Sandwiches,Pita Pit 3065 Howard ave,0.64,Good
ON,Sandwiches,Quiznos (Vansickle),0.00,Bed
ON,Sandwiches,Sherwood Market & Deli,0.89,Good
ON,Sandwiches,Smitty's Family Restaurant (Peterborough),0.91,Good
ON,Sandwiches,The Chopped Leaf (1041 Wellington Road) - London,0.96,Good
ON,Snacks,Hasty Market (554 Niagara St.),0.23,Bed
ON,Snacks,Hasty Market (Kenilworth Ave N),0.32,Bed
ON,Snacks,Herbert Fisheries,-0.02,Bed
ON,Snacks,Sam's Convenience,0.44,Bed
ON,Steak,Montana's (Kingston),0.91,Good
ON,Steak,Taste of Lagos,0.96,Good
ON,Sushi,Izumo Sushi,-0.06,Bed
ON,Sushi,Sushi Station,0.89,Good
ON,Sushi,Tokyo House,0.89,Good
ON,Sushi,TOKYO SUSHI PETERBOROUGH,0.94,Good
ON,Sushi,WIND Japanese and Thai (King St.),0.95,Good
ON,Sushi,Ye's Sushi,0.23,Bed
ON,Tex Mex,Fat Bastard Burrito (Kitchener),0.59,Good
ON,Thai,Apsara Angkor Cuisine Restaurant,0.92,Good
ON,Thai,Pho Bo Ga King (Somerset),0.81,Good
ON,Thai,Salween Restaurant,0.94,Good
ON,Thai,"Thai Express (50 Rideau Street, Unit FC006)",0.05,Bed
ON,Thai,Thai House Cuisine,0.96,Good
ON,Vegan,Bliss,0.98,Good
ON,Vegan,The Hearty Hooligan,0.95,Good
ON,Vegetarian,Sub World,0.91,Good
ON,Vietnamese,Bally's Kitchen,0.88,Good
ON,Vietnamese,Hanoi House,0.93,Good
ON,Vietnamese,Pho Dui Bo (Stoney Creek),0.87,Good
ON,Vietnamese,Pho Ngon,0.68,Good
ON,Vietnamese,Pho Umami,0.91,Good
ON,Vietnamese,Saigon House Restaurant (Hamilton),0.88,Good
ON,Vietnamese,Toronto Pho (Hamilton),0.94,Good
ON,Wings,7-Eleven (1181 Western Rd @ Sarnia),0.09,Bed
ON,Wings,7-Eleven (278 Tecumseh Rd E @ McDougall),0.18,Bed
ON,Wings,7-Eleven (622 Upper Wellington St @ Brucedale),0.97,Good
ON,Wings,Chicken Chicken (91 George Street North),0.40,Bed
ON,Wings,Kelseys (805 Memorial Ave),0.66,Good
ON,Wings,Ring A Wing (Wonderland),-0.06,Bed
ON,Wings,Wild Wing - Peterborough Downtown,0.51,Good
ON,Wings,Wings Block,0.89,Good
ON,Wings,WingsUp! (Peterborough),0.57,Good
QC,African,Délices de Babi,0.83,Good
QC,African,La Calebasse,0.65,Good
QC,American,Boulangerie Ange Masson,0.90,Good
QC,American,Brad's Gourmet,0.57,Good
QC,American,Burger King (1605 Saint-Denis St),0.77,Good
QC,American,KFC (736 Rue King East),-0.60,Bed
QC,American,La Belle Province (Sherbrooke Est),0.68,Good
QC,American,La Cantine,-0.01,Bed
QC,American,Patisserie Harmonie,0.63,Good
QC,American,PFK (14 rue Fusey),0.30,Bed
QC,American,Pizza Salvatoré (Rue Vachon) (4),0.61,Good
QC,American,Pizza Salvatoré (Ste Foy) (2),0.36,Bed
QC,American,Planète Poutine Et Cie,0.51,Good
QC,American,St-Hubert (Grande Allée Est),0.93,Good
QC,American,"Subway (128, boul. Sainte-Madeleine)",0.49,Bed
QC,American,Subway (2110 King Est),0.50,Good
QC,American,Subway (696 St-Vallier O.),0.30,Bed
QC,Asian,Hippo Tea,0.38,Bed
QC,Asian,Kim boba,0.68,Good
QC,Asian,Restaurant Soleil d’Asie,0.50,Good
QC,Asian,Restaurant Soleil d’Asie (Trois-Rivière),0.79,Good
QC,Asian,Sushiman (Laurier),0.50,Bed
QC,Asian,Tiki-Ming (Centre commercial Les Rivières),0.05,Bed
QC,Asian,Toyo,-0.11,Bed
QC,Asian fusion,Madame Woo,0.68,Good
QC,Asian: Other,Sandwicherie SAMING,0.83,Good
QC,Bakery,Boulangerie Pâtisserie La Conca d'Oro,0.49,Bed
QC,Bakery,"Tim Horton's (589, Boul. Wilfrid-Hamel)",0.81,Good
QC,Bar food,Le Pot Papilles et Cocktails,0.59,Good
QC,BBQ,Café restaurant L,0.85,Good
QC,BBQ,Scores (Blvd des Forges),0.59,Good
QC,Bowls,Freshii (47 René-Lévesque),0.72,Good
QC,Bowls,Freshii (Maisonneuve),-0.39,Bed
QC,Bowls,Le Poke Station (Trois-Rivières),0.50,Bed
QC,Breakfast and brunch,Arthurs Nosh Bar,0.86,Good
QC,Breakfast and brunch,Au Pain Doré (Côte-des-Neiges),0.50,Bed
QC,Breakfast and brunch,Au Pain Doré (Rouen),0.64,Good
QC,Breakfast and brunch,B&M (Saint-Viateur),0.91,Good
QC,Breakfast and brunch,"Ben & Florentine (300, chemin du Golf)",0.39,Bed
QC,Breakfast and brunch,Café Bénédictins,0.92,Good
QC,Breakfast and brunch,Canard Café,0.87,Good
QC,Breakfast and brunch,Coco Frutti (Sherbrooke-Belvédère),0.65,Good
QC,Breakfast and brunch,Cora (3200 B rue King Ouest Suite B180),0.29,Bed
QC,Breakfast and brunch,Cora Déjeuners et Diners (1396 avenue du Mont Royal),0.06,Bed
QC,Breakfast and brunch,Eggsquis (Sherbrooke Portland),0.44,Bed
QC,Breakfast and brunch,La Planète Oeuf,0.47,Bed
QC,Breakfast and brunch,L'Oeufrier (Masson),0.55,Good
QC,Breakfast and brunch,Louis Luncheonette (Centre-ville),0.36,Bed
QC,Burgers,Bistro Belvédère,0.30,Bed
QC,Burgers,Capodimonte Pizza Artisanale,0.54,Good
QC,Burgers,Harvey's (Rue King O),0.59,Good
QC,Burgers,Harvey's (Trois Rivieres),0.56,Good
QC,Burgers,La Belle Province,0.26,Bed
QC,Burgers,Ma Belle Province Chez Édem,0.78,Good
QC,Burgers,McDonald's (Sherbrooke Ii),-0.22,Bed
QC,Burgers,McDonald's (St-Christophe & Ste-Catherine),0.13,Bed
QC,Burgers,Piment Vert (Le Plateau),0.62,Good
QC,Burgers,Restaurant La Belle Province,0.83,Good
QC,Burgers,Restaurant Laterna,0.88,Good
QC,Burgers,Rest-O-Parc Belvédère,0.44,Bed
QC,Burritos,Quesada Burritos and Tacos (Trois Rivieres),0.54,Good
QC,Canadian,La Cage (Sherbrooke),0.54,Good
QC,Canadian,St-Hubert (Verdun),0.08,Bed
QC,Chicken,Benny&Co (Sherbrooke),0.49,Bed
QC,Chinese,Manchu Wok (Carrefour de l'Estrie),0.13,Bed
QC,Colombian,Restaurant Rico,0.50,Good
QC,Comfort food,Au Sanglier Doré,0.64,Good
QC,Comfort food,Benny&Co. (Charlesbourg),0.51,Good
QC,Comfort food,Coq-O-Bec Sherbrooke,0.95,Good
QC,Comfort food,Dégustateurs Cantine Moderne,0.72,Good
QC,Comfort food,Fromagerie Victoria (Trois-Rivières),0.75,Good
QC,Comfort food,La Cage (Ancienne-Lorette),0.28,Bed
QC,Comfort food,La Cage (Trois-Rivières),0.19,Bed
QC,Comfort food,Les Rôtisseries Benny (840 rue Bouvier),0.17,Bed
QC,Comfort food,Rôtisserie Fusée (Loretteville),0.22,Bed
QC,Comfort food,Rôtisserie Fusée (Trois-Rivières Ouest),0.47,Bed
QC,Comfort food,Snack Bar Saint-Jean,0.51,Good
QC,Comfort food,St-Hubert (Fleurimont),0.06,Bed
QC,Comfort food,Traditions Gourmet,0.07,Bed
QC,Conveniência,Dépanneur OhDep!,0.63,Good
QC,Convenience,Depanneur Tina Plus,0.97,Good
QC,Cupcakes,Madame Dibou les Gateaux,0.80,Good
QC,Dessert: Other,Vegateau,0.48,Bed
QC,Desserts,Le Marquis Castelnau,0.74,Good
QC,Desserts,"Rose-Vanille, gâteaux et cie",0.46,Bed
QC,Everyday Essentials,Depanneur no.1,0.44,Bed
QC,Fast food,A&W (3650 Boulevard des Forges),0.24,Bed
QC,Fast food,A&W (597 Boul Wilfrid-Hamel),0.07,Bed
QC,Fast food,A&W (Concordia),0.55,Good
QC,Fast food,Cinéma Cineplex IMAX aux Galeries de la Capitale,0.81,Good
QC,Fast food,Wendy's (7295 des Galeries d'Anjou),0.21,Bed
QC,Friterie,Le Snack Poutines,0.67,Good
QC,Greek,M. Souvlaki (Carrefour de l'Estrie),0.11,Bed
QC,Grocery,Costco (3000 Boul. Des Récollets),0.86,Good
QC,Grocery,Costco (440 Rue Bouvier),0.27,Bed
QC,Healthy,Kuto Comptoir à Tartare (Trois-Rivières),0.53,Good
QC,Healthy,Pita Pit (Boulevard des Forges),0.19,Bed
QC,Italian,Mikes (des Forges),0.43,Bed
QC,Italian,Pacini (Sherbrooke),0.45,Bed
QC,Italian,Pacini (Trois-Rivières),0.71,Good
QC,Italian,Pizza Miam's,0.52,Good
QC,Italian,Principe Pizza-Pasta,0.44,Bed
QC,Japanese,Sushi Shop (615 Blvd. Wilfrid-Hamel) - Québec,-0.16,Bed
QC,Japanese,Sushi Taxi (Ste-Foy),0.77,Good
QC,Japanese,Sushi X (Cartier),0.88,Good
QC,Japanese,Yuzu Sushi (1830 Rue King Ouest),0.09,Bed
QC,Juice & Smoothies,Café La Maison Smith (Chemin St-Louis),0.04,Bed
QC,Kid friendly,Jugo Juice (Laurier),0.53,Good
QC,Kosher,Le Plezl,0.55,Good
QC,Lebanese,Allo Couscous Shish Taouk (Sherbrooke),0.83,Good
QC,Lebanese,Chez Rima (Rue Galt),0.78,Good
QC,Lebanese,Zeitoun Cuisine Libanaise,0.76,Good
QC,Mediterranean,Dattes et olives,0.38,Bed
QC,Mediterranean,Marché Al-Farah,0.83,Good
QC,Mexican,Guacamole y Tequila,0.66,Good
QC,Mexican,Mezcal Taqueria,0.91,Good
QC,Mexican,Quesada Burritos and Tacos (Sherbrooke),0.66,Good
QC,Middle Eastern,Grillades Torino (Carrefour de l'Estrie),0.68,Good
QC,Middle Eastern,La Galette Libanaise (St. Joseph),0.88,Good
QC,Pasta,Boston Pizza (Sherbrooke),0.78,Good
QC,Pasta,Da Toni Pronto,0.40,Bed
QC,Pasta,Manoir du spaghetti,0.65,Good
QC,Pasta,Topla! Ste-Foy (Pyramide),0.42,Bed
QC,Pastry,Bernie Beigne,0.89,Good
