Restaurant_name,Category,Address,Province,Latitude,Longitude,Rating,Review
Tendon Kohaku,Japanese,"840 Howe Street Suite 190 Vancouver, BC V6Z 2S9 Canada",BC,49.2810442,-123.1217745,5,Excellent experience! The tempura udon is really good with a cool presentation. Loved the salmon salad topping and steamed egg as well. The melon milk is way too sweet though.
Tendon Kohaku,Japanese,"840 Howe Street Suite 190 Vancouver, BC V6Z 2S9 Canada",BC,49.2810442,-123.1217745,5,"So crunchy tempura come with spicy sauce …ohhhh I’ve loved Japanese foods in Canada already. Not only that,I’ve had better days because of this Strawberry Cheese Cake. Awesome cheesecakes. Not too thick or sparse. Flavours aren’t spot on cloyingly sweet. I can't get enough of their Cheese cake. The staff is really nice and well trained.

The miso soup is wonderful too."
Tendon Kohaku,Japanese,"840 Howe Street Suite 190 Vancouver, BC V6Z 2S9 Canada",BC,49.2810442,-123.1217745,5,"A Vancouver must have! If you like tempura, of course. If that's not your thing-- we can't be friends. The egg is mindblowingly delicious! They have udon too now. Specialty drinks are really special.  Great for a date, hang out, families, friends, friends who want to date but haven't have that conversation yet! You know the ones."
Tendon Kohaku,Japanese,"840 Howe Street Suite 190 Vancouver, BC V6Z 2S9 Canada",BC,49.2810442,-123.1217745,4,"quick efficient service in a modern yet cozy setting.
really enjoyed the bowl, was filling and not too greasy unlike some other places. chawanmushi was perfect for a cloudy day"
Raisu,Japanese,"2340 W 4th Avenue Vancouver, BC V6K 1P1 Canada",BC,49.2680595,-123.1583241,5,"This is definitely one of the highest quality sushi restaurants in Vancouver. The price of each meal may not appeal to everyone. However, if I ever wanted to share a solid sushi meal with someone new in town or maybe even a business meal, I would definitely bring them here.

I came here with my wife and kids and the service was excellent. The toro is some of the best I’ve ever had.

This may not be a place that I’d come back to often simply due to affordability, however, If I ever want to celebrate and enjoy high quality sushi, I will come back for sure."
Raisu,Japanese,"2340 W 4th Avenue Vancouver, BC V6K 1P1 Canada",BC,49.2680595,-123.1583241,5,"It’s a pretty fantastic Japanese restaurant that focuses on high quality ingredients. We had a large party so we had to put in the order ahead of time. The atmosphere was really nice and the staff were busy but still friendly.

I had the deluxe seafood bowl which was not cheap but the ingredients and the quality of the overall food made it feel like it was worth the hefty price tag.

Other food was generally delicious but if you want the best bang for your buck, I would suggest the katsu.

The cocktails were also quite tasty. I had the yuzu flavoured drink with the yuzu infused ice cream which was perfect on the hot summer evening.

I highly recommend this place for any occasion, but especially birthdays because it seemed like almost every other table was celebrating their birthday. I know this because the staff would come up and sing you a song with a nice dessert. Overall I had a great experience and would come again to try other menu items!"
Raisu,Japanese,"2340 W 4th Avenue Vancouver, BC V6K 1P1 Canada",BC,49.2680595,-123.1583241,5,"This restaurant has consistently been amazing. Excellent service, high-quality dishes, fresh ingredients, all wrapped up in a beautiful restaurant setting. I never hesitate to recommend this gem of a Japanese restaurant. Bonus: they are so family-friendly and serve the best children’s meal"
Raisu,Japanese,"2340 W 4th Avenue Vancouver, BC V6K 1P1 Canada",BC,49.2680595,-123.1583241,4,"Definitely one of the best Japanese restaurants in Vancouver.
Food and service were great.
The menu is big.
The rating is also based on the fact that parking is not very convenient and we did not see access for handicapped individuals (maybe we missed it!).
We will try it again and this time we will try reserving in advance the lunch/dinner/bento boxes."
Raisu,Japanese,"2340 W 4th Avenue Vancouver, BC V6K 1P1 Canada",BC,49.2680595,-123.1583241,5,"Highly recommend this restaurant - food was fresh and delicious (looked great too!) at a reasonable price, the decor made me feel like I was transported out of North America, and staff were friendly and attentive. Brought my friends here, and they thoroughly enjoyed their experience too!"
Ask For Luigi,Italian,"305 Alexander Street Vancouver, BC V6A 1C4 Canada",BC,49.2842,-123.0977177,5,"Intimate space with tremendous food.
The Luigi’s Meatballs were delicious, with a strong tomato sauce and a generous serving. Only comment here would be it leaned acidic from the strong tomato sauce.
The mushroom and truffle pasta special highlighted the fresh local mushrooms and homemade pasta.
The lamb ragu had incredible depth, demonstrating the effort involved in flawlessly executing this dish."
Ask For Luigi,Italian,"305 Alexander Street Vancouver, BC V6A 1C4 Canada",BC,49.2842,-123.0977177,5,"Our spot to try for our staycaytion. We arrived a few minutes after 12pm. We were quite lucky to get seated immediately. Megan our server was friendly, amazing and knowledgeable. Full of smiles and ready to answer any of our questions. We went with the specials. The burrata salad with pistachios and asparagus. Delicious! Right amount of seasoning and flavoring. I ordered the lamb ragout. My wife ordered the cacio pepe. You'd think they weren't enough to eat! Wow they were so generous. The portions were perfect.  The lamb was so flavorful to the very last bite. I couldn't get over how good these meals were. My wife asked that her cacio pepe not be too peppery and they were able to accommodate her request. She loved the dish. It was creamy, cheesy with the right amount of pepper. We both noted that their pasta must've been made in house. The perfect chew of the al dente noodles provided a beautiful experience. We topped it off with the Panna cotta which had the stewed plums and crumbly biscotti. Perfect way to end a wonderful dining experience. They are recommended by the Michelin Guide. They are a bit on the pricey side but they are well worth it. This is one of those date night or day places. Quaint and intimate. We absolutely loved our visit here. Thank you Ask for Luigi and to our server Megan, thank you so very much."
Ask For Luigi,Italian,"305 Alexander Street Vancouver, BC V6A 1C4 Canada",BC,49.2842,-123.0977177,5,"It was my first time here and everything didn't disappoint. From the food, service, to the ambience of the restaurant, it was very good. We went on a weekend and we didn't realize they were only serving  the brunch menu. Nonetheless, the food were still great. I would recommend taking an uber or drive going here because it's a bit sketchy if you'll walk outside."
Ask For Luigi,Italian,"305 Alexander Street Vancouver, BC V6A 1C4 Canada",BC,49.2842,-123.0977177,5,"Located just a few blocks off the end of gastown, this quaint Italian restaurant offers delicious homemade pasta for a very reasonable price. Reservation is available with a $30 hold (refunded at sign in). My friend and I went for brunch Sunday at 10:30am and it's not very busy. There's a parking lot out back and street parking all around. Our server is very communicative and attentive to our needs. Their cappuccino was delicious (according to my friend) and we thoroughly enjoyed the flavor of our meals. The total came out to be around $60 for the two of us. We also noticed a healthy portion of the menu is vegetarian friendly, and the pasta can be substituted for a gluten friendly version. All in all, a very pleasant visit to this gem of a restaurant."
Ask For Luigi,Italian,"305 Alexander Street Vancouver, BC V6A 1C4 Canada",BC,49.2842,-123.0977177,5,Great place. Simple menu with incredible original Italian taste. The Brunch experience is more “fun” than dinner in my opinion. The olive oil cake 🫒 🍰 I could eat this on a daily basis. To die for. Price is fair due current economy circumstances.
Medina Cafe,Breakfast & Brunch,"780 Richards Street Vancouver, BC V6B 3A4 Canada",BC,49.2804066,-123.1168632,5,"Not your normal breakfast place,  but that's why it's great.  A little eclectic,  but nothing over the top. From the coffees, to the main courses, to the waffles at the end.  We all tried something different and they were all hits. Definitely a go to spot every time we're in town."
Medina Cafe,Breakfast & Brunch,"780 Richards Street Vancouver, BC V6B 3A4 Canada",BC,49.2804066,-123.1168632,5,"FINALLY, got a chance to try this place after making reservations ($10/person booking where it gets donated).  It's nice to just walk in and not have to wait.  After taking a first bite of the waffle, I know what all the fuss is about and why it's always so busy!  The food was all very delicious, our server was patient and very attentive and food was so pretty and delicious.  The ambience is cute, cozy and airy and I will 100% come back again!"
Medina Cafe,Breakfast & Brunch,"780 Richards Street Vancouver, BC V6B 3A4 Canada",BC,49.2804066,-123.1168632,5,"Wonderful breakfast spot in downtown Vancouver. Came here two days in a row while being in the city. The service was wonderful and quick. The atmosphere is a plus and gives it a lively yet homey feel. The menu items are all carefully crafted to ensure that all flavours compliment one another. Items are fairly priced but if you’re looking to get a good meal for under 20$ I recommend going with the avocado toast, adding an egg and either adding the sausage or breakfast potatoes to your plate. If you want to spend a little more, I recommend coming for their happy hour 6$ Mimosa’s and Fricassée dish. As a cherry on top you can request their house made waffles either to go or to enjoy while sipping your mimosa. Highly recommend for anyone visiting downtown Vancouver!"
Medina Cafe,Breakfast & Brunch,"780 Richards Street Vancouver, BC V6B 3A4 Canada",BC,49.2804066,-123.1168632,5,"Waffles- slightly crispy with the caramelized sugar and pairs well with the pistachio rose white chocolate and berry compote (not too sweet).

The paella is spicy, yummy and filling. Enough for two people.

Best lavender latte I've had! It's actually has a strong lavender flavor.

Service was very efficient. We came on a Tuesday morning around 9 and got seated right away at the bar."
Medina Cafe,Breakfast & Brunch,"780 Richards Street Vancouver, BC V6B 3A4 Canada",BC,49.2804066,-123.1168632,5,My favourite place for brunch in Vancouver. The menu is unique and food is delicious. I love the waffles and got 2 bags of them for later. Service and atmosphere are great and we waited around 40 minutes for our table. There are plenty of things to do around and they text you when your table is ready.
So Hyang Korean Cuisine,Korean,"6345 Fraser Street Vancouver, BC V5W 3A3 Canada",BC,49.2269997,-123.0909271,4,"We had the Hot pot which was great.. we also tried the seafood pancake and steak, which were a bit on the fatty side.. but still had decent flavor.

Tried some Korean sake too, which was somewhat sweet and packed a kick.

Definitely worth a visit, staff we also friendly"
So Hyang Korean Cuisine,Korean,"6345 Fraser Street Vancouver, BC V5W 3A3 Canada",BC,49.2269997,-123.0909271,4,"Lots of tables were available at 11:30 for lunch, but within the hour many were occupied. Food came out relatively quickly. Had the Beef Bulgogi Lunch Combo; I appreciated a non-spicy option with the ""chef's special sauce."" We received the usual shareable tasty banchan, of which we could have seconds. The bulgogi was flavourful and satisfied our Korean food cravings! Our team was topped up regularly by their staff. Good option for a meal with an average price point. There is pay parking along Fraser Street or in the lot behind, as well as some 2-hour parking in the residential areas."
So Hyang Korean Cuisine,Korean,"6345 Fraser Street Vancouver, BC V5W 3A3 Canada",BC,49.2269997,-123.0909271,5,"I went to this restaurant sometime in 2019 and had the hot pot. It was great! Really enjoyed it but for some reason completely forgot about the restaurant until 4 years later when I came back.

With the previous food experience so good, I almost ordered everything off the menu! I sampled a variety of dishes with my partner: the deep fried dumplings, the seafood pancake, beef bulgogi, and bibimbap. All were delicious as I expected. The side dishes and the sauces were great accompaniment to the dishes.

Having said that, I thought the bulgogi had too much beef in it, which I’m not sure it is a bad thing but I was hoping to have more of those delicious glass noodles!

Would definitely come back, this time sooner."
So Hyang Korean Cuisine,Korean,"6345 Fraser Street Vancouver, BC V5W 3A3 Canada",BC,49.2269997,-123.0909271,4,"Food is good overall. Seafood pancake is one of the better ones (sufficiently thick, which I like) I have tried, although I felt there weren't enough octopus pieces (hello inflation). For me, House of Tofu still makes the best seafood pancake I've ever had.

Kimchi tofu soup was decent and the portion was fair. The service was a bit subpar as I usually don't like it when I have to ask for tea refill especially when it isn't even that busy.

Overall, it's a decent and I would say above average Korean restaurant in Vancouver."
So Hyang Korean Cuisine,Korean,"6345 Fraser Street Vancouver, BC V5W 3A3 Canada",BC,49.2269997,-123.0909271,4,"It is a cozy Korean restaurant with great food and friendly service. I ordered the medium-spicy Gam Ja Tang, and it was flavorful. The Bulgogi was tasty as well. The staff was knowledgeable and attentive, and the atmosphere was welcoming."
Kokoro Tokyo Mazesoba,Japanese,"551 Seymour Street Vancouver, BC V6B 3H6 Canada",BC,49.2834164,-123.1150628,5,"I've had the same mazesoba at their restaurants in Tokyo and this place definitely achieves the same standard.
The flavours of the sauce and toppings mixed together give strong flavours that make you want more! And having the free rice mixed at the end helps you get every last bit in the bowl.
Definitely eat here if you want to try something that packs a lot of savoury flavour into the noodles."
Kokoro Tokyo Mazesoba,Japanese,"551 Seymour Street Vancouver, BC V6B 3H6 Canada",BC,49.2834164,-123.1150628,4,"I visited Kokoro recently and had a delightful experience. The standout dishes for me were the tomato ramen and the spicy ramen. Both were incredibly delicious, and the flavors were well-balanced. The ingredients used in the ramen seemed to be fresh and well cooked, which made the experience way better.

For those with a big appetite, I highly recommend going for the large size. It's perfect for hungry individuals who want a good portion of ramen. The staff at the restaurant were polite, although there wasn't anything exceptional about their service & the general items price feelt to be a bit high, but overall affordable.

The restaurant itself had a fast food setup, ensuring quick service. The spacious and cool ambiance made it an ideal spot for a pleasant evening dinner.

I would definitely suggest giving this place a try, especially if you're a ramen lover looking for a satisfying meal in a comfortable setting."
Kokoro Tokyo Mazesoba,Japanese,"551 Seymour Street Vancouver, BC V6B 3H6 Canada",BC,49.2834164,-123.1150628,4,"Many mixed feelings about this place. The gyoza is probably the best I have ever had at any place. Super tender and FULL of flavor. The karaage bao bun was spicy and flavorful and a perfect little bite. However, the ramen was not great. It didn't have much flavor at all. Everyone else in my party got mazesoba and loved it though. I would definitely go back but would try something other than ramen next time."
Kokoro Tokyo Mazesoba,Japanese,"551 Seymour Street Vancouver, BC V6B 3H6 Canada",BC,49.2834164,-123.1150628,5,"Definitely the best place in town for Mazesoba. It's packed with flavour and umami.
Good portion with decent price. Service is also good and fast. One of the place that I always go to whenever I'm in Vancouver"
Kokoro Tokyo Mazesoba,Japanese,"551 Seymour Street Vancouver, BC V6B 3H6 Canada",BC,49.2834164,-123.1150628,5,Soooooo good!!! OMG. I have to come back to try the other dishes! I had the cheesy one and it was bomb!! And I especially loved how they give you a scoop of rice to eat the rest of the sauce!!! 👌🏻👌🏻👌🏻 I will definitely be back!!
OEB Breakfast Co. Yaletown,Breakfast & Brunch,"1137 Marinaside Crescent Vancouver, BC V6Z 2Y3 Canada",BC,49.2734565,-123.119265,4,"Went around 11AM on a Thursday for brunch, the restaurant was packed with people. The staff was friendly and cheery, however the wait for the food was over 30 minutes which can be a little bummer. The food was BEYOND delicious, it was juicy and flavourful. We tried the chicken and gold digga poutine with runny poached eggs. It was hot and tasty, it came in a bowl, which is more than fulfilling. Most of the menu items revolve around eggs, as it’s a brunch place. We also got flight mimosas which was delicious, including flavours such as mango, grapefruit and orange. The restaurant was lively with people. It has both indoor and outdoor seating."
OEB Breakfast Co. Yaletown,Breakfast & Brunch,"1137 Marinaside Crescent Vancouver, BC V6Z 2Y3 Canada",BC,49.2734565,-123.119265,5,"Came for brunch on a Sunday and made sure to get on the wait list ahead of time. For a table of 4 we had to wait 2 hours, which we expected. Our server was so helpful and had great recommendations. My favourite thing to get is the Croque Madame - it's rich and has a nice earthiness from the truffles. It's also huge(!) and very filling. Definitely a must-try if you like truffles!"
OEB Breakfast Co. Yaletown,Breakfast & Brunch,"1137 Marinaside Crescent Vancouver, BC V6Z 2Y3 Canada",BC,49.2734565,-123.119265,5,"Great breakfast spot with a great view of the marina.  Kids inhaled their food, which is always a good sign of a great restaurant for us a family.  Lobster crepe was very good, avocado toast was excellent, omelette was filling and the Belgian waffle was perfection.  Will definitely be coming back to this spot!  Staff was very attentive and quick to get our order put through."
OEB Breakfast Co. Yaletown,Breakfast & Brunch,"1137 Marinaside Crescent Vancouver, BC V6Z 2Y3 Canada",BC,49.2734565,-123.119265,4,"Amazing location right by the water and delicious food. There are a lot of options and waitresses are very friendly. We had dietary restrictions and asked for recommendations, they were very knowledgeable about the dishes. Only thing I wish was better is that the portions are on the smaller/lighter side and I wish they had more shade on the patio."
OEB Breakfast Co. Yaletown,Breakfast & Brunch,"1137 Marinaside Crescent Vancouver, BC V6Z 2Y3 Canada",BC,49.2734565,-123.119265,5,"We ordered croque madame and duck confit. I wanted my egg to be overcooked because I’m pregnant and it came exactly the way I wanted it.
The employees are very energetic and smiling. The service is fast, the food is delicious and the ambiance is very nice. Everything was awesome. Thank you!"
Saku,Japanese,"1588 Robson Street Vancouver, BC V6G 2G5 Canada",BC,49.2892453,-123.1323169,5,"The pork, chicken, shrimp katsu is very juicy and tender on the inside. The outside is crunchy and not oily. The sauce is great but sprinkling salt and sesame seems to bring out meat taste more. Do not recommend the white fish as it was slightly soggy at the bottom and the fish was quite tough in the middle. Other white fish I had before is very fluffy and light with a gentle sweetness to it. This one was briny only.

Presentation of the food is great. Seating is wonderfully spacious. Service is quite attentive and friendly.

All in all it was a very pleasant experience. Slightly on the expensive side."
Saku,Japanese,"1588 Robson Street Vancouver, BC V6G 2G5 Canada",BC,49.2892453,-123.1323169,5,"Decided to come here for a late lunch, but even then, the place is still packed. Very popular and I could see why. We got the Zenbu set and it was a lot of food for 2 people. It was so good though. Esp the fatty pork and scallop. Also have to mention the salad. Seems very simple but the dressing is amazing. Service was just fine but the atmosphere was really nice. Will come back for sure."
Saku,Japanese,"1588 Robson Street Vancouver, BC V6G 2G5 Canada",BC,49.2892453,-123.1323169,5,"I am absolutely smitten with the culinary delights offered at this remarkable Japanese restaurant. However, what truly sets it apart is the exceptional team of individuals who work here. The waitstaff exhibited unmatched friendliness, going above and beyond by attentively checking on my friend and me throughout the dining experience. Their genuine care and attentiveness truly left a lasting impression. Kudos to this establishment for fostering such a warm and caring environment!"
Saku,Japanese,"1588 Robson Street Vancouver, BC V6G 2G5 Canada",BC,49.2892453,-123.1323169,5,"Very pleasant and friendly.  Food was fantastic. The chicken breast was prepared very well, hot and tasted fresh.    The soft drink was a bit of novelty but tasted good (strawberry).   The waiter we had was always smiling and very pleasant.  The place was quite as most patrons despite the place being full most of our visit spoke in low voices."
Saku,Japanese,"1588 Robson Street Vancouver, BC V6G 2G5 Canada",BC,49.2892453,-123.1323169,5,"Nice little quaint place. Staff were super friendly and service was fast. Free refills on the salad , rice, and soup though we didn’t need it. Our water was always refilled and they did such a tremendous job while we dined there. Katsu was so juicy and tender! I love how they have the gravy baits too. I’d highly recommend."
Saku,Japanese,"548 W Broadway Vancouver, BC V5Z 1E9 Canada",BC,49.2631006,-123.1166394,4,"The food here is amazing however the Broadway location is not equipped for large parties. We had 9 people and was told we would be able to sit together but on separate tables. Unfortunately the tables were really far apart and those on the ends of the table could not talk to each other until after dinner. Aside from that, our dinner itself was good. I ordered the cheese Katsu with a side of curry to share with my husband. Miso soup and salad is refillable and we ordered it twice. Add the curry, you won't regret it :)"
Saku,Japanese,"548 W Broadway Vancouver, BC V5Z 1E9 Canada",BC,49.2631006,-123.1166394,5,I really enjoyed my meal here. Everything part of the dish was very delicious and so intricate with detail. Simple but tasty. Friendly servers. Price point was on the higher side for the full meals but the taste and portion is well worth the total at the end. You can get unlimited sides too I believe.
Saku,Japanese,"548 W Broadway Vancouver, BC V5Z 1E9 Canada",BC,49.2631006,-123.1166394,5,"Saku is certainly worth trying! We ordered the chicken breast katsu with curry and the regular chicken breast katsu - both were great and the service is top notch. The curry was unique and they provide a generous amount which you can share with your party. The side salad and miso soup were perfect additions to the deep fried main dishes, and they’re also unlimited which was nice. The staff are super friendly and the prices seemed fair given the portions."
Saku,Japanese,"548 W Broadway Vancouver, BC V5Z 1E9 Canada",BC,49.2631006,-123.1166394,5,"I've been to Saku Broadway and Saku Robson, and both restaurants are a 10/10 for me. The cheese katsu is immaculate, and it comes with all these little extras like soup, salad, flavoured salt, mustard. The extras are u limited too! So if you want more soup or salad just ask for it! 😋 The salad dressing they have is delicious too. 🥗

The servers at the Broadway location were incredibly helpful they would come by our table every 5-10 minutes to ask if we wanted more food or to refill our water. 💧

The price is quite expensive but that's the price of living in Vancouver these days. You do get a good amount of food for the price you're paying. 👍"
Saku,Japanese,"548 W Broadway Vancouver, BC V5Z 1E9 Canada",BC,49.2631006,-123.1166394,4,First time trying Nabe Katau at Saku. I prefer the regular (Rosu/Hire) katsu more than this soup-y dish. Anyway it’s good for my throat when I needed something warm and not oily.
Jam Cafe on Beatty,Breakfast & Brunch,"556 Beatty Street Vancouver, BC V6B 2L3 Canada",BC,49.2802518,-123.1096515,5,"Jam has plenty of options for vegetarians. Our favorite was the Veggie Bowl. The serving sizes here are also very generous and can easily feed two people. The pancakes are a little tough, but other than that everything was great. Great service and atmosphere too!"
Jam Cafe on Beatty,Breakfast & Brunch,"556 Beatty Street Vancouver, BC V6B 2L3 Canada",BC,49.2802518,-123.1096515,5,"We visited this place for a weekend brunch. As expected there was a line and we had to wait for around 30 minutes. we got a table outside. It was a bit smaller for a group of five, but we were able to manage. We ordered the French toast and I also tried one of their bowls with hashbrowns and pulled chicken. I loved the food , it was so flavorful and had the perfect quantity. It was a perfect beginning to my day and worth the wait. We also had mimosas with litchi, which was quite a surprise, and it tasted quite good."
Jam Cafe on Beatty,Breakfast & Brunch,"556 Beatty Street Vancouver, BC V6B 2L3 Canada",BC,49.2802518,-123.1096515,5,"Took my visiting cousins into Vancouver as they had told me about this breakfast place they had heard about. ""The Jam"" on Beatty street. so we packed up early to beat the line up and got in right away Sunday morning made the orders..... and the aroma from each meal was mouth watering as our server placed each order. I had the Apple cinnamon waffles and they were crazy amazing and hard to finish the whole dish but I managed. I do recommend this breakfast spot to everyone too. 2 thumbs up and thank you Jam"
Jam Cafe on Beatty,Breakfast & Brunch,"556 Beatty Street Vancouver, BC V6B 2L3 Canada",BC,49.2802518,-123.1096515,5,"This breakfast was stellar! Though we were initially worried that we would be standing in line waiting for a long time, we ended up getting in pretty quickly, and sat at the bar. Our server was super personable, and the restaurant manages to seat quite a few parties, despite the smaller space. The fried chicken benedict was wonderful: moist, crispy, chicken, savory little kernels of corn… It was delicious. But the real star of this meal was a cinnamon roll pancake: absolutely, incredible!! Little crunchy bits of buttery, pancake, with a perfect amount of cinnamon and frosting… It truly was one of the best pancakes I’ve ever had. I would absolutely go again for that pancake alone!"
Jam Cafe on Beatty,Breakfast & Brunch,"556 Beatty Street Vancouver, BC V6B 2L3 Canada",BC,49.2802518,-123.1096515,5,Possibly the best brunch I've had in my life. The food was absolutely incredible and the atmosphere was 10/10. We visited both locations which were lovely but preferred the kits location. Our server was an angel and super friendly! The menu has so many interesting options and elevated classics!
Tavola,Italian,"1829 Robson Street Vancouver, BC V6G 3E4 Canada",BC,49.2919265,-123.135706,5,"We received an invitation to a birthday dinner celebration at this restaurant, and we were pleasantly amazed by the exceptional quality of the food. Despite its location, the restaurant tends to be bustling, particularly during dinner hours. Without a doubt, we will return here in the future when the chance arises."
Tavola,Italian,"1829 Robson Street Vancouver, BC V6G 3E4 Canada",BC,49.2919265,-123.135706,5,"Visited here for date night and it was so delicious!

We were seated in the patio and the atmosphere was lovely. I appreciated the cushions and throws available as well.

We ordered the fresh burrata with proscuitto, a daily special proscuitto antipasto, Rigatoni Pork Ragu, and the Brick Chicken.

You have to get the proscuitto & fresh burrata - they really do it well. The bread is not too toasted and the burrata is fantastic!

We loved the rigatoni. The pasta had the perfect aldente bite and the sauce was packed with flavour.

The brick chicken was incredible!!! I’ve never tasted a sauce like the one it was served it before - I wished I had bread to soak up all that was leftover. I think it might be my favourite dish of the meal.

Tavola has got classic italian food right! Everything was a hit and a really laidback and romantic atmosphere. Well worth a visit!"
Tavola,Italian,"1829 Robson Street Vancouver, BC V6G 3E4 Canada",BC,49.2919265,-123.135706,4,"Great service and wonderful location close to Stanley Park. The restaurant atmosphere is cozy and in the summer they have a nice street patio. The burrata, anchovies on top of eggs, and rigatoni pork ragu pasta were delicious!"
Tavola,Italian,"1829 Robson Street Vancouver, BC V6G 3E4 Canada",BC,49.2919265,-123.135706,5,"Fantastic dinner in Tavola tonight with family and friends.
We shared 2 crostinis (Walnut/Gorgonzola; Chicken liver pate) and one each of the brusettas. Gorgeous.
Mixed mains, we shared the Ragu and meatballs. Gorgeous again.

Very tasty food and great service by Kenton. Good portion sizes.

The restaurant is very well laid too too, not at all over crowded. We had one end of the long table and were very comfortable.

Highly recommend."
Tavola,Italian,"1829 Robson Street Vancouver, BC V6G 3E4 Canada",BC,49.2919265,-123.135706,5,"We loved this Italian restaurant with a beautiful ambiance. It was our first time visiting it and we thoroughly enjoyed the romantic vibe it offered. The food was flavourful especially their potato gnocchi with egg plants, olives, basil and tomatoes and ""Cod"" fish of the day from their daily specials. Chickpea crostinis were delicious as well. Our server was friendly and recommended the perfect wines to pair with our food. I definitely recommend it."
España Restaurant,Spanish,"1118 Denman Street Vancouver, BC V6G 2M8 Canada",BC,49.2880552,-123.1404114,5,"The vibe of the place is simply amazing. We were seated inside which was so convenient as you can enjoy the atmosphere and stay warm in the cool nights. The server was so helpful with his suggestions. The food is so tasty! Full of flavor, properly served and you will be waiting for the next bite to indulge on the combination of flavors. The dessert is simply prefect, not too sweet yet memorable! We went late night so there were out of paella on a busy Sunday night yet it looked so good and I would definitely recommend giving it a try!"
España Restaurant,Spanish,"1118 Denman Street Vancouver, BC V6G 2M8 Canada",BC,49.2880552,-123.1404114,5,"Very attentive staff! Very good food and a wonderful atmosphere! Had the daily paella, and the patatas bravas, both were exceptional!! Slightly expensive but definitely worthwhile if youre uncertain :)"
España Restaurant,Spanish,"1118 Denman Street Vancouver, BC V6G 2M8 Canada",BC,49.2880552,-123.1404114,5,"The seafood in the daily Paella was so fresh and delicious! I thought I would pack some to go, as it's a portion for 2, but I couldn't stop eating it.. Tinto de Verano was exactly the same as I had it in Spain! I definitely will be coming back to try more dishes.
It's a romantic date spot, especially in the summer!
The service was fantastic, thank you, ladies!
See you soon!"
España Restaurant,Spanish,"1118 Denman Street Vancouver, BC V6G 2M8 Canada",BC,49.2880552,-123.1404114,5,"Food is fantastic and service is great!
I love chicharrones so much!! Paella is on point as well! Paella is good for two people."
España Restaurant,Spanish,"1118 Denman Street Vancouver, BC V6G 2M8 Canada",BC,49.2880552,-123.1404114,5,"Great little place, enjoyed the food and the sangria,  the paella was quite good and not overly salty like some other places.
Busy place better make a  reservation before u go."
Chambar,Belgian,"568 Beatty Street Vancouver, BC V6B 2L3 Canada",BC,49.2801544,-123.109903,4,Visited Chambar with our company and it was a great experience. Had a great table by the window and service was outstanding. Lots of attention to detail. All the appetizers were very tasty and well presented. Great chill atmosphere as well. Only negative really was the bay closing early on a Sunday. But we bounced next door to the pub to enjoy our last rounds. Great spot and the signature lamb dish was amazing. Enjoy!
Chambar,Belgian,"568 Beatty Street Vancouver, BC V6B 2L3 Canada",BC,49.2801544,-123.109903,5,"An unforgettable dining experience! Chambar Restaurant impressed me with its delectable cuisine and charming ambiance. The menu offers a delightful mix of traditional and innovative dishes, and their attention to using locally-sourced ingredients is commendable. The staff's passion for food and top-notch service made the evening even more enjoyable. If you're a food enthusiast looking for a standout gem, Chambar is the place to be!"
Chambar,Belgian,"568 Beatty Street Vancouver, BC V6B 2L3 Canada",BC,49.2801544,-123.109903,5,"Absolutely amazing food. They were also very good with my food allergies. Not only was I accommodated I had flavorful and amazing food. Went for brunch, which is hard to get my egg, dairy, and gluten allergy accommodated but it was amazing.

They have an amazing gluten free bread, without egg and dairy.

Their bacon and apple side was the most incredible bacon I’ve had in forever. Must get.

Was told their dinner menu is extremely gluten free, dairy free, and egg free friendly."
Chambar,Belgian,"568 Beatty Street Vancouver, BC V6B 2L3 Canada",BC,49.2801544,-123.109903,5,"My aunt and uncle were visiting and I think I couldn’t have booked a better place. I, of course, was drawn by the reviews and the positive feedback of other patrons’ experiences, but these were not fluff marketing ploys.

The food was absolutely amazing! The dishes were unique in both presentation and taste. If you want something DIFFERENT and novel, then this is the place. It may sound corny, but the medley of ingredients that were activating my taste buds was incredible. I’m really curious what the other dishes taste like and that’s why it’s worth revisiting.

The vibe was upbeat and you are made to get into that personable mindset, as the staff members seem to be - from the reception to the initial greeting at the table and the overall service. I would have preferred the tables and seats to be a bit farther apart for more semi-privacy, but packing in that many patrons also made business sense.

It was my uncle’s treat and I think the servers already got the cue from that considering he was the more senior at our table and staff members were engaging him more, but the servers also were not short of properly addressing us when it was our turn to say something. Acknowledgement of presence was never short and I loved it about their service. They’re absolutely attentive and also steadfast. If the water levels on glasses were low, someone was on it and they had that open-hands stance about their demeanor in engaging us. Someone would swing by every now and then to check in on us and the staff members were not snoots. This is probably the best experience I’ve had in a while.

The restaurant is worth a try EXPERIENCING."
Chambar,Belgian,"568 Beatty Street Vancouver, BC V6B 2L3 Canada",BC,49.2801544,-123.109903,5,"I cannot say enough about the service. We found out our server was only in her role for two weeks. She was professional, presentable and knew the menu inside out. You can tell the staff there is cohesively working as one unit and that they really loved being part of the team. When our server was not able to come to our table I believe the general manager popped by - he already knew that we had dietary restrictions. This place is a staple and absolutely one of my favourite places in Vancouver."
