Restaurant Name,Rating,Review
Shawarma El Mina,5,"Good food, a little pricey but no qualms there because it’s good quality. Sauces are balanced and don’t overpower other flavours. The shawarma was well put together and didn’t dismantle while eating. Portions were sizeable and the owners feel like warm people. Overall, it makes for a perfect mom n pop shop."
Shawarma El Mina,5,Hands down to the best Falafel in Ontario! My husband tried their shawarma plate and he loved it too. Must eat for us on the way to Montreal/quebec or when in Kingston. The person who owns/serves the place/food is the kindest and another reason to be there. Thank you so much.
Minos Take Out West,4,"We ordered the Golden Shrimp Platter for takeout and it was delicious! The shrimps were cooked well, butter and garlicky. The salads were fresh, veggies were great and the carb portion was good. We shared it between 2 adults and had quite a bit leftover.

The only downside was we were told it’ll be 20 minutes before it was ready for pick up and when we got there, they then started putting the order together so we had to wait another 20 minutes (it wasn’t even busy). Also, the store could also do with some cleaning, our shoes were sticking to the floor. Our pickup order was for lunch on a weekday. Hopefully they’ll sort the conditions out, while continuing to make great greek food!"
Minos Take Out West,5,Great place. We go there for the pork soulvacki uncooked to bring home and throw on the BBQ. Their Greek salad is really good as well! Reasonable prices and friendly helpful staff.
Minos Take Out West,4,"Restaurant was clean, tables outside were sanitized just before I sat down to eat, all staff wore ppe and followed strict covid guidelines. I ordered a medium Greek salad for lunch. It was fresh, portion was huge and the homemade salad dressing was delicious!"
Minos Take Out West,1,"GROSS FOOD!!
shrimp has the shell on it and sautéed, apparently they don't have pita only stale white bread. I ordered oven roasted potatoes with lemon... they were old potato wedges that were deep fried.
I thought I ordered Greek food, what I got was sub-par bar food with taziki that was O.K.
Probably because they bought it. All food is frozen then fried. Eww"
Minos Take Out West,2,"I just had what used to be the best ceasar salad around.
What have you done and why? It did not resemble the salad I have been eating all these years. So disappointed."
"Mary Brown's Chicken (656 Gardiners Road, Unit 20a)",5,"We live in PEC but whenever we visit Kingston we usually drop in here for take out …. Food is always delicious …even the leftovers on the second evening still taste great 👍just love it …. Staff very friendly and accommodating ….let me switch out a gravy for coleslaw last time ….we had to wait 10 minutes for the food on our last visit but it was worth every minute!
See you soon 😊"
"Mary Brown's Chicken (656 Gardiners Road, Unit 20a)",4,"Ordered through skip the dishes. They missed part of my order while packaging, called the restaurant, I wasn't the most pleasant. They were more then helpful, and delivered the missed item I'm their own vehicle. I should add that skip routed me to one across town, not the closest one to my house. Appreciate the customer service."
"Mary Brown's Chicken (656 Gardiners Road, Unit 20a)",1,"Feels like every once in five visit, we get completely unseasoned chicken. Don't know if it has anything to do with the timeframe you buy em but when you do, it's like eating cardboards with a thin layer of flavored coating. Never got replies from support emails. I do not wish for any compensation, just better quality control with your brinings. Thank you."
"Mary Brown's Chicken (656 Gardiners Road, Unit 20a)",1,"Horrible customer service, for both my mom and I in 2 separate encounters. I'm not sure whether you only have racist cashiers/servers, but I will never return. They are horrible!!!"
"Mary Brown's Chicken (656 Gardiners Road, Unit 20a)",5,5 star everyone is so friendly and kind the supervisor Sarah is amazing and kind they delivered the food straight to my table and the food was amazing 👍🏻 will visit again
The Cheesecake Factory Bakery by Ghost Kitchens (Bath Rd),5,"Incredible food incredible service friendly staff I couldn't think of a more perfect place to be able to try multiple restaurants because this place is multiple restaurants within one location it is a unique experience to Kingston because when you go inside you don't see staff everything is a touchscreen ordering system the only time you will see a staff member is when your drink and food is ready.

I have became friends with two of the staff members they are two wonderful people and I couldn't ask for better friends like them to me they are more than friends they are family"
The Cheesecake Factory Bakery by Ghost Kitchens (Bath Rd),1,"Wow.

These fetid, fungal, abominations arrived. There’s mold, and then there’s “the box has internal condensation from decomposition”. Could have been an episode of NCIS. Cinnabons should be brown, white, golden and delicious. Teal, chartreuse, and puce should not be a part of my cinnabon experience. Kingston, this Can’t be trusted."
The Cheesecake Factory Bakery by Ghost Kitchens (Bath Rd),1,"I have ordered from ghost kitchens previously on Uber eats and I enjoyed my order a lot, so me and a friend decided to go to Ghost Kitchens in person this afternoon to check out the location .
When we went in I went to the cash and waited at least 7 minutes for an employee to come out, when he did come out we were required to order off of the wall machines instead of ordering at the cash.
We went ahead and tried to use the machines, we got our order completed and when I proceeded to pay, but their debit machine would not work. It sent my order to the cash so I went up to ask to pay there In which i was able too. Thankfully.
I noticed my order was double the price it said on the machine.. something was added to my order accidentally they said, and  When I explained that is why I wanted to order at the cash because I prefer to place my order with an actual person rather than a machine..: the employee looked at me and said could you please go re order on the machines…
I was extremely disappointed by this time. I had already spent at least 25minutes in the store… the employee was short with his words as well as rude, he didn’t show any concern or empathy, at this point I just left the store…

In my opinion, service can determine if a business will make or break it… as much as I enjoyed there stuff when I  ordered it for delivery, I will never go back to Ghost Kitchens due to the experience I had today. That employee ruined it for me and I wouldn’t recommend going here to anyone, they are far from accommodating"
The Cheesecake Factory Bakery by Ghost Kitchens (Bath Rd),1,Don't order from this place. It needs to be closed. I order a sub that had no onions in the description and comes with alfredo sauce. The sub was made with lots of onions and some kind of sauce I couldn't even guess what it was. But definitely wasn't white Alfredo sauce. Taste so bad even my dog wouldn't eat it.
The Cheesecake Factory Bakery by Ghost Kitchens (Bath Rd),3,"i enjoyed my cinnabon, there was a hair… but regardless it was hot and good. took only five mins. ate in, great experience and was very fun experience. DISCLAIMER Hair was found near the end"
Thai House Cuisine,5,"We were very happy and impressed with Thai House! The server was very accommodating, she gave us enough time to decide, answered our questions and checked in on us just the right amount. I was surprised that the inside is a very nice sit-down restaurant, sturdy and clean tables and chairs, nice window seating options, calming music choice that is the right volume to allow for lovely conversations (though if you sit next to loud people it can be disturbing because you hear everything they're saying)

The food, oh my goodness, it was delicious.. i got a vegetarian pad thai with fried tofu and it truly was exquisite the best I ever had! I attached a photo (sorry it is mid-meal lol because i was too eager to eat it and forgot the idea to write a review). The sauce was smooth and had some sweetness to it, the vegetables are cooked just right not too soggy and not raw, just the right crunch, tofu was well marinated, and the noodles were bursting with flavor! I normally eat half the plate but i had to eat it all because i enjoyed it so much!

Next time i think i will try the sweet and sour fish, it sounds amazing!

One thing to suggest to the server is to ask if we need refills on our coffee/tea, we didn't know we could do that until the end and it was a bit too late."
Thai House Cuisine,5,"Delicious food and very friendly staff! I went recently with my mom and we ordered their stir-fried ginger beef, appetizer assortment and coconut soup with chicken. Each dish was filled with flavour and very fresh! The resturant also has a great atmosphere with plenty of bright, natural lighting."
Thai House Cuisine,5,Best Thai food we have had in Ontario. We have lived in Hong Kong for 28 years and travelled to THAILAND many times. The restaurant is very clean. The staff are super friendly and the food is EXCELLENT.  Had the Tom Yam soup the Pad Thai and the Red curry.  All well done. Catered for the extra spice as well. A DEFINITE RECOMMENDATION
Thai House Cuisine,5,We were seated promptly provided with water drinks and menus quickly. Given ample time to peruse the menu.  The food we ordered was delicious. We tried a drink at the wait persons suggestion to finish our meal that was lovely. Will definitely go back again.
Thai House Cuisine,5,Great little place with very friendly and welcoming staff as well as great authentic Thai food. I also loved how simple their menu is with one single pricing scheme for all the offerings available. Our little toddler had a blast with the staff too.. great experience
Guac Mexi Grill (Kingston),5,"I am from Toronto and was in Kingston for work and wanted something quick for lunch. Searched online for options and this store happened to be 3 mins away so decided to give it a try. Customer service was excellent, store was a little busier but still managed to get my lunch in no time. Food tasted really good and staff was fantastic, store looked pretty neat and clean. Would definitely recommend this place."
Guac Mexi Grill (Kingston),5,Best nachos in town . Great staff which makes the nachos more tasty. The best thing is gayatri makes according to how we want it . Highly recommended
Guac Mexi Grill (Kingston),5,"This new burrito spot just opened up and I think it's great! The staff are extremely friendly and welcoming and the interior is clean and well sanitized! While ordering, the staff members are patient and double check before adding anything! They also take their time to plate the food in an aesthetically appealing way! Really impressed! And of course, the food! The ingredients they use are fresh and taste great! Solid prices too considering what you're getting! Definitely recommend this place if you pass by! 😁"
Guac Mexi Grill (Kingston),1,"The WORST customer service experience I have ever had at a take out style restaurant. On the several occasions that I have been there, I have stood and waited for 10 minutes or more waiting for the employees working there to acknowledge me. Even when the store is empty they prioritize working in the back over taking orders and it feels like they don’t respect customers valuable time. For all the time they spend preparing there always seems to be empty bins of ingredients that they have to completely refill mid order which takes even longer. It’s extremely frustrating to have my time wasted. On top of that the employees often give what feels like dirty looks.

Food is okay. Worse than chipotle. Edible but mediocre at best.

If you go here be prepared to wait for nothing."
Guac Mexi Grill (Kingston),3,"Service was good, but the food was just okay. I agree with a previous review,  Chipotle is much better."
Boston Pizza (95 Dalton Ave),5,"It is a fantastic experience to have dinner here. I highly recommend the pasta and pizza, and I believe the chicken wing and steak are also worth to try! They also have the great televisions for you to watch some sports game! Great place to spend the time with your family or friends."
Boston Pizza (95 Dalton Ave),5,Our server Noushin G was wonderful as was our service and our food. The manager came around to all the patrons tables to ensure that all was well. Excellent experience and we will be back
Boston Pizza (95 Dalton Ave),1,"I wish I read the reviews on food before I came.

I’m a frequent at Boston Pizza in Manitoba and now in Newfoundland and I’ve loved the food and atmosphere both always at any locations I’ve been.

Just stopped here with family on my trip for dinner and wish I would have just stopped at a Pizza Hut and likely would have enjoyed the Pizza there better. Spent over $150 and had an Awful experience!

My plates were wet and had to wipe them with tissues myself, I asked for extra sauce and I could barely taste the sauce on my Pizza, my kids ordered Pasta and they eat a few bites and refused to eat more and didn’t want to take it home which is unusual for them. My nachos where mostly half raw as if they weren’t fully baked. The brand should really look into the quality of food served at this location.

I’m editing this review, to add to my miseries I just came to restroom and found no toilet paper! When I went to wash hands one dispenser had no soap and another one was dripping soap on the counter and didn’t look up to hygiene standards. I work as a GM in retail and proud of the restroom areas we have in our store and how well we maintain them. If there was a -5 star I would give it as a rating.

I will likely be worried stopping at a random Boston Pizza other than my regular locations with this experience."
Boston Pizza (95 Dalton Ave),5,"Loved the vibe of this place, Our Server was the sweetest.. super quick service! we just got beers and two sharable!! for the nachos, she recommended us to go half plate, thank god she did, that itself was too huge for us to finish… The cactus cut potatoes was disappointing as most of it was almost burnt.. but over all good experience.. !!"
Boston Pizza (95 Dalton Ave),3,"Had lunch with family today, the service was excellent. We sat outside and had a little tough time with bees. The food was average the Thai  shrimp were excellent, the nachos were oily, the calamari was not great and presentation was terrible. The special Friday offer for pizza was on the expensive side $12 for a small pizza and it was really small."
Presotea (Kingston),5,"Took a celebratory trip to Kingston and decided to stop by for a quick boba and was definitely not let down! The staff were very friendly, and prepared the meal right away. I had the signature Boba and the fried chicken. Both were amazing! Will definitely be coming back again Thanks again! 🧋"
Presotea (Kingston),3,"Tonkatsu ramen: 4/5, the noodles and the soup are good, the tonkatsu could been sliced thinner so it’s easier to chew

Mango green tea: nah, totally not worth $8, in my opinion, their food is ok, but their drink is over priced

Chicken karaage: 1/5, nothing special"
Presotea (Kingston),5,The food here is tasty. The service is always good. I would highly recommend their ramen. And the bubble tea is one of the best in Kingston! Btw their cheeses cake is amazing!
Presotea (Kingston),4,"The tonkatsu ramen and calamari were okay. I think it's the bubble tea that's worth getting here - lots of flavours to choose from with fresh, chewy tapioca. I wouldn't mind coming here again to try their other ramen."
Presotea (Kingston),5,I always love going here there food and tea are always delightful. And I really have to give them credit when it comes to customer service. I order online from skip and unfortunately they had run out of the food I order but provided me with a free drink which was absolutely delicious. 10/10 would definitely recommend!
Swiss Chalet (Dalton Ave),5,"We were in town for a soccer tournament and had our Saturday night team dinner with the players and parents here. The staff were fantastic and very accommodating. We had a group of close to 50 people so I expected it to be a big challenge. We were very impressed with how well organized the service was despite our large group. Every player, parent, coach, etc, said the food was great and would be happy to return here in the future. Thank you to the staff for taking great care of our group!"
Swiss Chalet (Dalton Ave),3,"My 96 year old grandfather was taking us out for lunch. After being our bill. My grandfather payed in cash. The server look at him and say how much change do you want back. What who says that. How rude!! I guess you we’re assuming you were getting a tip. Just give him his change back.  His change was around 18$. He left 8$, After we left he was concerned because he didn’t feel he left enough for a tip. If you had just given him his change. Your tip would have been bigger.  But you didn’t want to be bothered to make change or you were just making sure you got your tip. I don’t know what was going on. He did the math after we left and felt bad that he didn’t leave a better tip. But I guess you should just be happy with what you got.  This is not how you treat people. Just make the change and don’t assume your going to be tipped. This was greedy and rude. But I guess it backfired in this situation.  I was very disappointed with how she spoke to him."
Swiss Chalet (Dalton Ave),3,"We went there because of a coupan that was mailed to us! The deal was amazing, 2 can dine for $20! We each got a quarter chicken, one side of coleslaw and green salad.

One of the chickens unfortunately was undercooked, I could see the veins in the chicken and it was definitely not seasoned enough, so it had a chickeny taste to it and not in a good way! The other chicken however was cooked fine. The coleslaw was very tasty.

Overall worth the price of $20 for 2 people but otherwise not the best quality food…"
Swiss Chalet (Dalton Ave),1,"We decided to have take out for supper from Swiss chalet, what a mistake!!! My wife after working all day sat in a line up for over 20 minutes and only to get cold food! Called Swiss Chalet and talked the to franchise owner Maddie!! So he said?? He was not sorry and made excuses for the order! If you are local or out of town do not go to this location!! (Dalton Ave)"
Swiss Chalet (Dalton Ave),5,I’ve eaten here many times for business meetings and personally. The welcome when you arrive and the food is as you’d expect ( great) and a very clean dining room and washroom makes it my go to for food I know will be cooked the way it’s supposed to be. No surprises. You know the owners are very hands on and make it an easy decision to keep coming back. Just tried the stir fry for the first time. Piping hot and really tasty. I’ll order it again when I want to change it up!
Montana's (Kingston),4,"The food here was great. Decently priced, taste good and the service was very fast. Would definitely come back next time."
Montana's (Kingston),5,"From start to finish was a wonderful experience. Seated by a very polite young man. Savannah was our waitress. What a lovely human being. So attentive, personable and welcoming. Food was delish and arrived quickly, which was great seeing as we had our toddler to entertain. Highly recommend!"
Montana's (Kingston),5,"If I could give more than 5 stars I would.   Our server, Jacob, treated us like we were in his home.
From the moment we were greeted by the host I knew this was going to be a great time.
Best food I have had in a restaurant in forever!
The service was even better.!
Great Job Team!!!"
Montana's (Kingston),5,"Was at the Gardiners road location in Kingston and our hostess Paige was absolutely wonderful, she had such a bubbly personality & anything we needed she was on it! I will be back thanks to Paige :)"
Montana's (Kingston),5,"We went to the Gardiners location on Thursday June 29th, for my son and nephew's grade 12 grad, busy was an understatement, we had 2 extra guests than we expected but we're quickly accommodated with a patio table. Savannah, our server went ABOVE & BEYOND, kept us up to date with our food, being apologetic when they didn't have a couple menu items we wanted, and able to rhyme off her menu favourites to give us different ideas of what would be great recommendations to substitute for the other meal. She told our table a very funny story from her childhood and had fun with us when she was at our table. Savannah was outstanding with every bit of service she provided. We will be returning to this location, even though we live on the complete opposite side of town."
Burger King #3056 (1295 Oxford Street East),5,"I tried the new butter chicken burger and honestly I did not like it. It tasted weird. From now on I will stick with my all time favorite, the WHOPPER! Other than that Burger King Rocks! Cheers."
Burger King #3056 (1295 Oxford Street East),2,More of a food critic here then experience. Orderd there new breakfast bacon king and the new sausage cheezy melt and I will say not worth the money and kinda disappointed. Breakfast king had mayo and to much of it. And the melt well was like something I could have made at home I guess I was expecting crispy buttery bread like a Texas toast would definitely not order them again unless improved. I would give both sandwiches a 1 out of 10.
Burger King #3056 (1295 Oxford Street East),2,All the staff saw me and  absolutely ignored me taking my order after 10 minutes of waiting in an empty store. The store is always empty and doomed. I just love BK fries and Burger over McD that's why I go there. The staff can be more hospitable to a customer.
Burger King #3056 (1295 Oxford Street East),1,Went through drive through for delivery pickup and then I ask for regular fries on the window and they directly say No to it the said you have to order on the speaker not at the windsor. Wow thank you Burger King for the excellent service l
Burger King #3056 (1295 Oxford Street East),1,"The night staff at this place seems to work at a slow pace, giving the impression that they lack motivation. It appears as though they may not be adequately compensated for their efforts. Particularly, the Indian girl at the front cash who assembles the orders appears unmotivated. Improvement in their efficiency and motivation is necessary."
Frank & Burgers,4,"Delicious casual lunch. We tried the build your own hotdog / smash burger and the perogies. Definitely the best hotdog I’ve ever had. Amazing french fries. Good service but strange ambiance, very busy with dozens of takeout orders being fulfilled for ghost kitchens. We will get takeout next time."
Frank & Burgers,5,"This is my third time trying them at Western Fair. The food is just perfect. The staff is ALWAYS super friendly. always makes me extra enjoyable.
So in love with this Chili Cheese Hotdog!!!
I am sure that I will come back again and again. If you visit Downtown area, please please don’t miss this place. Otherwise you will definitely regret."
Frank & Burgers,5,"The atmosphere is amazing! Was not busy at all. My boyfriend, son and I were very welcomed by the waitress there. She was super patient with us. Seeing as it was our first time there. My son is picky about food, and he loved it. The prices for the portions are perfect. Will definitely be going back soon"
Frank & Burgers,5,"What a gem of a place this is. I was looking for some late night eats near my hotel and this place was one of the only places open. Very happy I found it. It's a lively bar with a 24 hour kitchen. The bartender worked the room like a pro and somehow took care of the entire bar full of people without breaking a sweat. She remembered my name and made sure I was taken care of all throughout the night, while doing the same for everyone else in the bar. It was pretty refreshing to see such amazing service. It's rare these days!"
Frank & Burgers,1,Me and my gf ordered the franks platter tonight for 30 dollars expecting that it would be nice to take a Monday night off cooking but that was a mistake because it the order was butchered no wings at all came no sauces for the quesadilla and worst of all the mozza sticks literally had no cheese in them just crusty cold bread bites lol. Kind of pathetic im not here just trying to be rude but I almost chuckled at this. Gunna cook next time
Canteen (172 King St),5,"I just discovered Nooner's about a week ago after living in London most of my life!
This place is a real gem.
Let me rave for a moment.
The restaurant is clean and well kept, the food is homemade and absolutely delicious and super affordable.  The staff are friendly and welcoming.
I ordered the roast beef sandwich with coslaw and it was a satisfying portion without being too much food.
I will definitely keep going here and I highly recommend you try this place out. I've found a new place to dine that will keep me coming back!"
Canteen (172 King St),5,"Loved the sandwiches, environment, and pricing! Can't find better food at this price point in town. Will rave about the tarts forever!"
Canteen (172 King St),4,This place is a charmer for a quick snack or lunch downtown. The day-old pastries were a nice cheap treat when they were available.
Canteen (172 King St),5,Best quick lunch spot when working downtown! The prices are super reasonable. High quality fresh food that feels like a home-cooked meal at grandma’s.
Canteen (172 King St),5,"Slow cooked roast sandwich was amazing. I wanted the coleslaw on the sandwich and they delivered! Portions are alright for a lunch but the quality makes up for it. 4.5 but I’ll round up.
Will be back."
Reset Social Cafe,5,"My go-to cafe in London! 😊

The staff are friendly, the coffee is delicious, and the juices and sandwiches are great too!

There's plenty of seating and outlets as well as free wifi. I've done work for a few hours here with no issues at all (after purchasing food/drink of course).

I looove the basil aioli they put on some of the sandwiches! 🤤 I also love how colourful the decor is. I get a lot of work done when I come here.

It looks like they also have board games on the shelves (by the seating that's around the corner near the bathrooms)."
Reset Social Cafe,1,"I am disappointed about the food and the service at Reset. I ordered Avocado Goat Cheese Sandwich and here was what I got. The bread was so soggy, the avocado and cabbage was spreading everywhere out of the wrap. It looked like a mess. I work at a building close to Reset, so it only took me 3 mins to open the bread after getting it at Reset.

As soon as l stepped away from the counter, the three girls started laughing. I don't  understand why they laughed right after I turned around.

I used to go to Reset a lot for lunch. They were way better than today. I will never go to Reset again. It's not worth the price."
Reset Social Cafe,5,"Love this cafe. Their ""Cafe Reset"" coffee is weirdly awesome and I always go for it. Sandwiches and wraps are tasty and healthy. The place has a good vibe with a lot of comfortable seating. You can also take your pup and can enjoy their outside seating space."
Reset Social Cafe,5,"Reset Social Cafe is a very well managed and elegant urban coffee house. Tables can be sometimes hard to find since they are usually taken by students that are studying but I respect that they added more seating options recently, even though they removed a large section in order to make room for coffee roasting. I love that they sell cold beer in cans and you can grab a six pack without heading to the store!"
Reset Social Cafe,5,"Just found this gem! Very healthy and delicious food and drinks here and a very chilled out vibe. I found this is a good place to socialize and to either work or study since it's not overly busy, comfortable seating and free wifi. Staff is friendly and the lady with the magenta hair is particularly awesome and has such a welcoming personality! I only wish it had more parking but it's downtown. Love the music that's played here and overall great atmosphere."
"Church's Texas Chicken (1030 Adelaide St N, London)",4,"Church's Texas Chicken sits in a strip mall in a fairly nondescript neighborhood. This is a small location but does have about 6 tables for dine in. It is well lit, whole looking new and clean.

I got the spicy chicken combo with onion rings on the side. This is probably the best chain restaurant for onion rings as the bite, seasoning and crunch are perfect. Really surprised about that. The chicken is good and is larger than most other competing franchises.

Service is polite although it does take 15-20 minutes in the early lunch order if you are ordering something other than chicken as they make them fresh.

Parking is shared in the lot but due to the location, I'd consider it ample. It may be a little more packed as it is next to a Dollarama, but the lot is large enough."
"Church's Texas Chicken (1030 Adelaide St N, London)",5,"Very good staff. Always so respectful and friendly. I love coming to this fried chicken joint as it is one of the best in London. Clean, affordable, and delicious"
"Church's Texas Chicken (1030 Adelaide St N, London)",5,"Omg, the fried chicken was fresh and juicy as hell. We also tried the biscuit and churros, they were amazing too. Their fried chicken was HUGE and a 4 pcs chicken combo was more than enough to feed 2 of us. The price is so cheap considering the size (seriously, how do you guys even make money???)
My only regret is not finding this place sooner, won’t be going to KFC or Popeyes anymore for sure.🤪"
"Church's Texas Chicken (1030 Adelaide St N, London)",1,"Wanted to come for dinner, there is no accessable dor button, i called the store and all i got was a ""sorry for that"" and that she will pass my coment to the manager, and no offer to come hold the door open for me, as i am in a wheel chair and i cant managed to navigate into the store and hold the door open as my joystick is on the right and the door opens to.the right. If i could have rated lower for my experience i would have."
"Church's Texas Chicken (1030 Adelaide St N, London)",5,Fresh made to Order Is The Best !! I Love the Chicken especially the Breading .It's not Greasy Just Moist And juicy. The biscuits are The Real Winner Though As Even my 1 year Old daughter Loves them. 
Subway (355 Wellington St Unit 4),1,I asked for bag for food and this guy literally declined my ratings on Uber eats driver profile. Even I explained why I am asking. This is really not good
Subway (355 Wellington St Unit 4),5,I have had nothing but great experiences with this Subway! The ladies (and one gentleman that I've seen) are always polite. The cashier is pleasant and nice. It's nice to see the same happy faces whenever I go here.
Subway (355 Wellington St Unit 4),5,Great customer service ... Amazing response to my severe egg allergy ... Thanks!
Subway (355 Wellington St Unit 4),5,"What a deal! $7 meatball sub on managers special ? Yes please! Toasted to perfection, cheese melting, marinara gooing, mouth watering flavor party . I can not vouch for this sandwich shop more , my only complaint is I eat them so fast I have to set aside a part of an after noon to mourn the loss of such a brief but intense love affair . All hail Subway sandwiches and it's army of sandwich artists , may this location prosper for years to come !"
Subway (355 Wellington St Unit 4),4,"This subway holds a special place in my heart, as I've been coming to it since it opened in the basement of the Galleria.

More importantly, the staff there REMEMBER this, and regularly bring up that I must be one of their oldest customers.

It's a small thing, but it feels great."
McDonald's (Western),1,"This location has decided to close It's dining room ""due to maintenance "", but let's be honest that's just code for not wanting to serve the unhoused. They will accept mobile orders from 8-8, but no walk ins.

We went around 10pm, and we're close so we didn't drive. They only accept drive through orders after 8pm, and the staff mocked us for not driving. It was quite frankly,  a horrible experience. We were Instructed by an employee to order through uber, and have one of the 4 drivers in the parking lot hand it to us. This would have cost us double the amount. After verbally berating us, the employee went back inside and laughed at us through the window. We were polite,  but only met with hostility.

I suggest you go accrosd the street to babaaz shawarma,  support a small business instead."
McDonald's (Western),5,"This location is consistently quick getting orders out. I don't know who trains the people that work there, but they've done a fantastic job. Plus any staff I've encountered at the windows are always courteous. I wish every location was this organized and speedy - #1 McDonald's location all day long!"
McDonald's (Western),1,"The worst Mac I’ve ever visited
The restaurant is dirty, I told them the table is not clean they gave me the sanitizer!!!
Washrooms are disgusting
There’s no cups for ketchup
The staff were saying bad words in very loud voice"
McDonald's (Western),1,"I order from here off uber eats often enough. The staff here are very incompetent. They couldn't read a chit if their lives depended on it. I always modify my food to my preference. 9/10 times, the staff fail to include the sauces I paid for, without the add on I end up throwing the bland food away. Do better."
McDonald's (Western),1,"The South Asian lady working at the second window on Saturday night has a terrible attitude.

Didn’t even say hello, slammed the window on us twice. Obviously I’m not expecting McDonald’s staff to be customer service oriented but it was all unnecessary. Coming from someone whose worked in fast food for over 2 years.

We weren’t even being difficult. Our order consists of two items.

Please teach your staff basic customer service skills and mannerisms."
Wendy's (676 Highbury Avenue),1,I ordered a strawberry lemonade at 10:25 today a guy gave my order he was so rude this was my first time trying wendys and the customer service was so bad . Lemonade was ok though
Wendy's (676 Highbury Avenue),4,"I recently visited the Wendy's location in London for breakfast and had a great experience. The food was delicious, and the prices were reasonable. Although I had a previous experience where my order was messed up, the staff was happy to fix it for me, free of charge and with no hassle. I appreciate their willingness to make things right and I will definitely go back to this restaurant and continue to enjoy their food."
Wendy's (676 Highbury Avenue),1,"Seems like every time I get a salad from this location it's always missing something.This time the Apple pecan salad was missing the red apple,cheese and cranberries.Husband got food from the drive-thru so of course when got home didn't expect to find missing items in the salad ordered again.Not the first time this has happened. Not happy. Staff need to make sure orders are put together properly"
Wendy's (676 Highbury Avenue),1,"Waiting in the drive thru for over 45 mins. Unacceptable. Line around the building, and they told us one second to take our order and we waited over 15 mins for her to come back."
Wendy's (676 Highbury Avenue),1,"There was what looks and feels like a chicken bone but the store told me all their chicken is boneless. Then wth is in my chili? They just told me to get a refund on uber. Thanks, because $6 makes up for the fact that my gum is bleeding and I put some foreign thing in my mouth. They can't even tell me what it is 🤢🤮"
Mary's Place,5,"My husband and I go to Mary's Place about every two weeks and have done so for about a year.  We have tried other breakfast restaurants and like Mary's Place the best.  I like a BLT and have certain standards that I like to be met, such as:  Crispy bacon that isn't greasy, a nice fresh tomato and crispy lettuce, all in a neat sandwich.  Mary's Place does this perfectly in my opinion.  The coffee is tasty also.  The waitresses are attentive and friendly.  They try to get to your table as soon as you sit down and ask for your beverage order.  The food, once ordered comes in a timely manner.  Hubby likes their Toasted Western with Home Fries.  We get the same orders each time we go.  We also like the homey atmosphere and it's not noisy or hectic like some places, even if all the tables are full."
Mary's Place,5,Ordered breakfast through Sikp the Dishes. Food was so good and the portion sizes are great. Recommended with five stars.
Mary's Place,5,Nothing fancy but definitely delicious - we especially loved how loaded the pancakes were with blueberries. Highly recommend!
Mary's Place,5,"Orderes for delivery. Good pricing, well packaged, was still hot and tasted great!"
Mary's Place,5,"In my opinion, the best breakfast and lunch take out in the area."
Harvey's (Highbury Ave),5,"Over the past couple weeks I’ve held two dine-ins for the LTC home I work for. I’ve had the pleasure of dealing directly with Danielle (restaurant manager) & her wonderful staff. Each large order I placed was handled with care, quality & efficiency. Danielle went above & beyond to ensure we had everything we needed in a timely fashion.
I truly appreciate your hard work, friendly attitude & welcoming atmosphere.

We’ll definitely be back."
Harvey's (Highbury Ave),1,Bad customer service. I said there was like no gravy for my poutine. Then they said I had to pay extra. And the toppings for my burger. They where very stingy
Harvey's (Highbury Ave),4,"Smiles with courtesy- I like Congo pepper hot sauce, rather than standard hot sauces. Its a clean, well managed location. Seating a plenty IN a bright seating area.  Great Job!"
Harvey's (Highbury Ave),5,"This is one of the cleanest Harvey’s location I have ever seen. And they have amazing staffs with always smile on their face. I came today ( July 3rd) at around 6pm and there were a girl( If I am right, her name is Evelyn or Evalyn cause I heard other girl calling her like that) taking and garnishing my order. She was super fast and super nice eventhough i was a little bit picky. She and her colleagues did amazing job 💯💯💯"
Harvey's (Highbury Ave),1,"I had a cheese burger only ketchup, French fries and an ice tea... I got food  Poisoning! I'm mostly assuming that it was from the burger because the taste was gross. It was the worst sickness I've ever gotten in my life"
Pita Pit (1255 Kilally Road),5,"Absolutely Delicious and very filling and I felt great and energized after eating their food, now I can't stop ordering it. It wasn't just a fluke, they are consistent and know what they are doing. Very healthy ingredients in their burrito bowl. I recommend this place to everyone who asks where to get good food in London."
Pita Pit (1255 Kilally Road),1,First time ordering. My pita had literally 3 tiny pieces of buffalo chicken inside!? Is that actually a joke? It was alllll lettuce and mostly the hard parts. I can't even believe they would sell that and think we wouldn't complain. Never going back. Waste of money. If you want salad. That's what you'll get .
Pita Pit (1255 Kilally Road),1,"I had my boyfriend pick up lunch for me to bring to work. When I opened it and started to eat it the whole pita cracked open and toppings fell everywhere. When I called to tell them how horrible my experience was and that I couldn’t even eat my lunch and I had the whole pita and toppings wrapped up and I would like it replaced they told me they wouldn’t replace it because all the pitas are the same and from the same supplier so there’s nothing they can do for me. I order pita pit all the time and I have NEVER had this happen to me. Almost a 15.00 pita and couldn’t even eat it so disappointed.

DO BETTER!!! I will never be returning. You’ve lost my business and I will pass along to anyone who goes there."
Pita Pit (1255 Kilally Road),5,Never wrote a review for restaurant but this pita pit is one of my favourite staff is so amazing food is so good I work next to them even if I bring my lunch I crave for their chicken rice bowl
