"id","restaurant_name","rating","category","address","latitude","longitude","province"
1044,"Hui Lau Shan 许留山 (Hamilton)","4.6","Dessert: Other","35 King St E, Hamilton, ON L8N 4A9","43.2565872","-79.8679042","ON"
1045,"Mike's Submarines","4.9","Sandwich","1050 Upper Gage Ave Hamilton On L8v 5b7 Canada, ON L8T","43.2127686","-79.846568","ON"
1046,"Mr. Puffs (Barton)","4.8","Desserts","1275 Barton St E, Hamilton, ON L8H","43.2507312","-79.8077502","ON"
1047,"Gino's Pizza (640 Mohawk Rd W)","4.9","Pizza","640 Mohawk Rd W, 35, Hamilton, ON L9C 1X6","43.2339729","-79.9106616","ON"
1048,"Pho Dui Bo (Stoney Creek)","4.7","Vietnamese","800 Queenston Road, Stoney Creek, ON L8G","43.2280278","-79.7663599","ON"
1049,"The Hearty Hooligan","4.9","Vegan","292 Ottawa Street North, Hamilton, ON L8H","43.2502265","-79.8163562","ON"
1050,"The Parlour Dairy Bar","4.5","Ice Cream & Frozen Yogurt","581 Concession Street, Hamilton, ON L8V 1B2","43.2408402","-79.8505082","ON"
1051,"Beavertails (Kingston)","4.2","Desserts","20 Market Street, Kingston, ON K7L","44.2297035","-76.4813008","ON"
1052,"La Luna (Concession Street)","4.4","Mediterranean","650 Concession Street, Hamilton, ON L8V 1B8","43.2397244","-79.8479246","ON"
1053,"Bombay Touch","4.7","Indian","800 Queenston Road, Hamilton, ON L8G 2N4","43.2280278","-79.7663599","ON"
1054,"Ajio Korean and Japanese Restaurant","4.8","Japanese","161 King Street East, Hamilton, ON L8N 1B1","43.2552422","-79.8642834","ON"
1055,"GREENLEAF - South Indian Food, Idli, Dosa Restaurant In Hamilton","4.3","Indian","865 Upper James St #2 Hamilton On L9c 3a3 Canada, ON L9A","43.2267246","-79.8813438","ON"
1056,"Indian Spice","3.9","Indian","647 Upper James Street, Hamilton, ON L9C 2Y9","43.2380075","-79.8773272","ON"
1057,"Tea Hut Bubble Tea Smoothies Juice & Snacks","4.6","Asian","100 Main Street East #100, Hamilton, ON L8N 3W4","43.2541397","-79.8650969","ON"
1058,"Lotus Thai & Vietnamese Cuisine","4.6","Comfort food","280 Mud Street West, Stoney Creek, ON L8J 3Z6","43.196447","-79.7941045","ON"
1059,"Saigon House Restaurant (Hamilton)","4.8","Vietnamese","27 John Street South, Hamilton, ON L8N","43.2548636","-79.8667031","ON"
1060,"Sweet Tooth (Hamilton)","4.3","Ice cream & frozen yogurt","15 Cannon Street East, Hamilton, ON L8L 1Z6","43.2608647","-79.8668274","ON"
1061,"Sana Grill (Fennell Ave)","4.5","Mediterranean","989 Fennell Ave E, Hamilton, ON L8T 1R1","43.2286092","-79.8370274","ON"
1062,"Royal Paan (Hamilton - Rymel)","4.1","Indian","30 Rymal Road East, Hamilton, ON L9B","43.2016524","-79.8915437","ON"
1063,"Lava Pizza & Wings","4.2","Pizza","387 Barton St E , Unit 2, Hamilton, ON L8L 2Y2","43.2601408","-79.8487544","ON"
1064,"Industria Pizzeria + Bar (Stoney Creek)","4.4","Pizza","1791 Stone Church Road East , Unit #1- Building 4, Stoney Creek, ON L8J","43.1936327","-79.8101506","ON"
1065,"Dim Sum House","4.7","Chinese","173 King Street E, Hamilton, ON L8N 1B3","43.2551712","-79.8638497","ON"
1066,"The Burnt Tongue (Locke)","4.9","Comfort food","182 Locke Street South, Hamilton, ON L8P 4B3","43.2555888","-79.8857175","ON"
1067,"Fishing Sushi","4.8","Asian fusion","542 Concession Street, Hamilton, ON L8V 1A9","43.2410681","-79.8529088","ON"
1068,"McDonald's (Kingston - 312 Princess)","4.6","American","312 Princess St, Kingston, ON K7L 1B6","44.2323646","-76.4892871","ON"
1069,"For Thirst and Hunger Beverage and Food Company","New","Canadian","645 Gardiners Rd, 110, Kingston, ON K7M 8K2","44.2436099","-76.56853","ON"
1070,"A&W (328 King St)","4.6","Fast food","328 King Street, Kingston, ON K7L 3B4","44.2303621","-76.4815833","ON"
1071,"Starbucks (Johnson & Division)","4.8","Bakery","121 Division Street, Kingston, ON K7L 3M5","44.2314699","-76.4926265","ON"
1072,"Coffee and Company","5","Coffee & tea","53 Princess Street, Kingston, ON K7K","44.231399","-76.4807922","ON"
1073,"Tommy's","4.6","Burgers","377 Princess St, Kingston, ON K7L","44.2330309","-76.4911924","ON"
1074,"The Grocery Basket","4.7","Sandwich","260 Princess Street, Kingston, ON K7L","44.232227","-76.4875511","ON"
1075,"The Store Famous","New","Comfort food","406 Barrie Street, Kingston, ON K7K 3T9","44.2359009","-76.4901604","ON"
1076,"Subway (Ontario Street)","4.3","American","257 A Ontario St., Kingston, ON K7K","44.2312743","-76.479281","ON"
1077,"Wendy's (1043 Princess St.)","4.6","Fast food","1043 Princess Street, Kingston, ON K7L 1H3","44.2436917","-76.5161236","ON"
1078,"Geneva Crepe Bistro","4.8","French","297 Princess St, Kingston, ON K7L 1B4","44.2326697","-76.4888672","ON"
1079,"Juniper Cafe","4.8","Coffee & tea","370 King St W , Kingston, ON K7L","44.2206849","-76.5059487","ON"
1080,"Panera Bread (88 Dalton Avenue)","4.5","American","88 Dalton Ave, Kingston, ON K7K 6C3","44.2653872","-76.5024568","ON"
1081,"Denny's Canada (670 Gardiners Rd)","4.3","Breakfast and brunch","670 Gardiners Rd, Kinston, ON K7M 3X9","44.2463201","-76.5673516","ON"
1082,"Peter's Place Restaurant","4.5","Breakfast & Brunch","34 Princess St, Kingston, ON K7L","44.2309171","-76.4798333","ON"
1083,"Coco Frutti (Kingston)","4.4","Breakfast and brunch","768 Gardiners Rd, Kingston, ON K7M 3X9","44.2491857","-76.5678458","ON"
1084,"Gina's Grill","4.8","Breakfast and brunch","1679 Bath Road, Kingston, ON K7M 4X2","44.2365828","-76.5694134","ON"
1085,"Balzacs (Kingston)","New","Coffee & tea","251 Princess St, Kingston, ON K7L 1B4","44.2326142","-76.4873888","ON"
1086,"Canadian Tire Gas+ (970 Princess St)","3.8","Snacks","970 Princess St., Kingston, ON K7L 1H2","44.241239","-76.5128733","ON"
1087,"COBS Bread (RioCan Centre Kingston)","4.7","Bakery","A003b - 770 Gardiners Rd, Kingston, ON K7M 0A2","44.2494964","-76.5661038","ON"
1088,"Tim Horton's (945 Gardiners Rd-Cataraqui Twn Cntr)","4.3","Bakery","945 Gardiners Rd-Cataraqui Twn Cntr, Kingston, ON K7M 7H4","44.2563109","-76.5725597","ON"
1089,"Meadowbrook Variety","New","Snacks","545 Armstrong Road, Kingston, ON K7M 7G9","44.2402714","-76.5425041","ON"
1090,"Pasha","New","Turkish","61 Division St, Kingston, ON K7L 3L8","44.2296002","-76.4928417","ON"
1091,"Quik Chek Convenience Store","4.8","Ice cream & frozen yogurt","730 Front Road, Kingston, ON K7M 6P7","44.2185519","-76.5710149","ON"
1092,"Rexall Drug Store (Princess St)","4.2","Home & Personal Care","1036 Princess Street, Kingston, ON K7L 1H2","44.2419276","-76.5156591","ON"
1093,"35326 Petro-Canada (1586 Centennial Drive)","4.9","Everyday Essentials","1586 Centennial Drive, Kingston, ON K7M","44.2802152","-76.5703641","ON"
1094,"Crossroads Country Store","New","Pizza","2280 Sydenham Rd, Kingston, ON K0H 1M0","44.3191962","-76.5411776","ON"
1095,"East Side Mario's (Kingston)","4.5","Italian","774 Gardiners Rd, Kingston, ON K7M","44.2503248","-76.5679227","ON"
1096,"Ghost Kitchen Brands (Bath Rd)","4.4","Desserts","1718 Bath Rd, Kingston, ON K7M","44.2380412","-76.5718801","ON"
1097,"Sima Sushi","4.9","Japanese","66 Princess St, Kingston, ON K7L 1A5","44.2312954","-76.4813054","ON"
1098,"241 Pizza (Kingston)","4.5","Pizza","294 Princess St, Kingston, ON K7L","44.2324202","-76.488691","ON"
1099,"Maki sushi & noodle","4.8","Japanese: Sushi","2-1218 Hwy 15, Kingston, ON K7K","44.27019","-76.45155","ON"
1100,"Sushiya Zen","4.8","Japanese","49 Princess St, Kingston, ON K7K","44.231393","-76.4805878","ON"
1101,"FIVE GUYS GARDINERS (ON-1562)","4.7","Burgers","770 Gardiners Rd, Kingston, ON K7M 3X9","44.2494964","-76.5661038","ON"
1102,"Melt&Grill","4.6","Sandwiches","292 Princess St, Kingston, ON K7L","44.232436","-76.4886348","ON"
1103,"Harvey's (Norwest Road)","4.6","Burgers","830 Norwest Road, 3A, Kingston, ON K7P","44.2578996","-76.5761076","ON"
1104,"Beavertails  (159 Division St)","New","Desserts","159 Division St., Kingston, ON K7L3M6","44.232804","-76.4927462","ON"
1105,"Little Caesars (507 Princess Street)","4.5","Pizza","507 Princess Street, Kingston, ON K7K","44.235382","-76.4966776","ON"
1106,"Izumo Sushi","4.7","Sushi","499 Princess St, 1, Kingston, ON K7L","44.2347888","-76.4960169","ON"
1107,"Apsara Angkor Cuisine Restaurant","4.5","Thai","189 Ontario Street, Kingston, ON K7L 2Y7","44.22887","-76.480842","ON"
1108,"KFC (29 Warne Crescent)","4.4","American","29 Warne Crescent, Kingston, ON K7K 5A6","44.2669846","-76.4999679","ON"
1109,"Pizza Studio (Kingston)","4.6","Pizza","358 Princess St, Kingston, ON K7L","44.2327334","-76.4906571","ON"
1110,"Pizza Pizza (414 Princess)","4.1","Chicken Strips","414 Princess St., Kingston, ON K7L","44.2330039","-76.4926546","ON"
1111,"Shawarma El Mina","4.8","Halal","1759 Bath Rd, Kingston, ON K7M 4Y3","44.2371963","-76.57503","ON"
1112,"Minos Take Out West","4.6","Salads","2796 Princess Street, Kingston, ON K7P","44.2600679","-76.581971","ON"
1113,"Mary Brown's Chicken (656 Gardiners Road, Unit 20a)","4.7","Chicken","656 Gardiners Rd, Kingston, ON K7M 3X9","44.2458245","-76.5659254","ON"
1114,"The Cheesecake Factory Bakery by Ghost Kitchens (Bath Rd)","4.6","Desserts","1718 Bath Rd, Kingston, ON K7M","44.2380412","-76.5718801","ON"
1115,"Thai House Cuisine","4.7","Thai","185 Sydenham St, Kingston, ON K7K","44.2328163","-76.4869829","ON"
1116,"Guac Mexi Grill (Kingston)","4.6","Mexican","333 University Avenue, Kingston, ON K7L 0G3","44.2340724","-76.4955326","ON"
1117,"Boston Pizza (95 Dalton Ave)","4.2","Italian","95 Dalton Ave, Kingston, ON K7K","44.2667844","-76.5025517","ON"
1118,"Presotea (Kingston)","4.8","Bubble tea","346 Princess Street, Kingston, ON K7L 1B6","44.2326709","-76.4902135","ON"
1119,"Swiss Chalet (Dalton Ave)","4.7","Diner","85 Dalton Ave, Kingston, ON K7K","44.2665537","-76.5013034","ON"
1120,"Hero Certified Burgers  (1046 Princess St.)","4.4","American","1046 Princess St, Kingston, ON K7L 1H2","44.2424283","-76.515232","ON"
1121,"Montana's (Kingston)","4.6","Steak","630 Gardiners Rd, Kingston, ON K7M","44.244499","-76.5673618","ON"
1122,"Burger King #3056 (1295 Oxford Street East)","4.5","American","1295 Oxford Street East, London, ON N5Y 4W4","43.0070096","-81.2124215","ON"
1123,"Frank & Burgers","3.7","Cheese","172 King Street, London, ON N6A","42.9828126","-81.2487426","ON"
1124,"Starbucks (Richmond & Central)","4.7","Bakery","601 Richmond Street, London, ON N6A","42.9904264","-81.2509673","ON"
1125,"Canteen (172 King St)","3.8","Burgers","172 King St, London, ON N6A 1C6","42.9828126","-81.2487426","ON"
1126,"Reset Social Cafe","4.8","Sandwich","503 Talbot St, London, ON N6A","42.986092","-81.2536416","ON"
1127,"Church's Texas Chicken (1030 Adelaide St N, London)","4.3","Comfort food","1030 Adelaide Street North, London, ON N5Y 2M9","43.0075335","-81.2391478","ON"
1128,"Subway (355 Wellington St Unit 4)","5","American","355 Wellington Street , Unit #4 Citi Plaza, London, ON N6A","42.9837858","-81.2459307","ON"
1129,"McDonald's (Western)","4.6","Burgers","61 Oxford Street West, LONDON, ON N6H 5S8","42.9921329","-81.2653691","ON"
1130,"Wendy's (676 Highbury Avenue)","4.6","Fast food","676 Highbury Avenue, London, ON N5W 5R3","42.9962274","-81.2030607","ON"
1131,"Mary's Place","4.7","Breakfast and brunch","159 Saint Julien Street, London, ON N5Z","42.9787225","-81.2042708","ON"
1132,"Old Bagel House","5","Bagels","16 Base Line Rd W, C2, London, ON N6J 1V2","42.9594553","-81.2628664","ON"
1133,"That Breakfast Place","3","Comfort food","172 King Street, London, ON N6A 1C6","42.9828126","-81.2487426","ON"
1134,"Harvey's (Highbury Ave)","4.6","Canadian","1192 Highbury Avenue N, London, ON N5V","43.016315","-81.2129388","ON"
1135,"Saga Cafe","4.8","Coffee & tea","105 King Street, London, ON N6A 1C1","42.9817249","-81.2515176","ON"
1136,"Pita Pit (1255 Kilally Road)","4.5","Italian","1255 Kilally Road, London, ON N5Y","43.0309715","-81.2215255","ON"
1137,"Hasty Market (338 Dundas Street)","4.3","Snacks","338 Dundas Street, London, N6B 1V7 ON","42.9859902","-81.2423331","ON"
1138,"London Corner Variety Store","4.7","Everyday Essentials","101 210 Dundas Street, London, ON N6A 5J3","42.9844531","-81.2480112","ON"
1139,"Student Variety","4.9","Convenience","699 Richmond Street Unit 3, London, ON N6A 5M1","42.9936748","-81.2525164","ON"
1140,"Sunset Grill (705 Wonderland Road North, Unit B2-1)","4.5","Breakfast and brunch","705 Wonderland Road North , Unit B2-1, London, ON N6H","42.9884446","-81.2937321","ON"
1141,"Mother Hubbard's","New","Canadian","301 Oxford Street West, London, ON N6H 1S6","42.9902358","-81.275161","ON"
1142,"The Great Canadian Bagel","4.7","Comfort food","1737 Richmond St, 4, London, ON N6G","43.027881","-81.2845729","ON"
1143,"BoxCar Donuts","4.9","Desserts","478 Richmond St, London, ON N6A 3E4","42.9860987","-81.2503666","ON"
1144,"Hero Certified Burgers (1299 Oxford Street East)","New","Burgers","1299 Oxford St E, 40, London, ON N5Y 4W5","43.0074407","-81.211217","ON"
1145,"Buzz Bagelz","4.8","Bagels","160 Dundas St, London, ON N6A 1G1","42.9838305","-81.2499688","ON"
1146,"7-Eleven (1181 Western Rd @ Sarnia)","4.6","Wings","1181 Western Rd @ Sarnia, London, ON N6G","43.0020618","-81.2765291","ON"
1147,"TAJ MAHAL KITCHEN & BAR","New","American","1682 Dundas St, London, ON N5W 3C7","43.0016338","-81.1879815","ON"
1148,"Wisdom Teashop and Cafe","5","Coffee & tea","610 Dundas St, London, ON N5W 2Y8","42.98902","-81.2314221","ON"
1149,"Family Circle Restaurant","4.9","Breakfast & Brunch","147 Wellington St, London, ON N6B","42.9770524","-81.2417441","ON"
1150,"Reef Bakery","New","Middle Eastern","775 Southdale Road East, London, ON N6E","42.9438696","-81.2127349","ON"
1151,"Ring A Wing (Wonderland)","4.2","Wings","666 Wonderland Rd N, London, ON N6H","42.984676","-81.2942229","ON"
1152,"Springbank Minimart & Video Balloon Centre","New","American","6-360 Springbank Drive, London, ON N6J","42.9692317","-81.2806608","ON"
1153,"Mike's Pizza & Donair (Oakville Ave)","New","Pizza","100 Oakville Ave, London, ON N5V","43.0272736","-81.191687","ON"
1154,"The Better Blend Smoothie Bar","4.8","Sandwiches","130 King St, London, ON N6A","42.9825955","-81.2503345","ON"
1155,"Cora Breakfast and Lunch (1030 Adelaide St N Unit #8)","3.9","Breakfast and brunch","1030 Adelaide St N , Unit #8, London, ON N5Y","43.0069619","-81.2385239","ON"
1156,"Booster Juice (671 Wonderland Road N)","4.8","Drinks","671 Wonderland Rd. North A5-103, London, ON N6H 0H9","42.9857759","-81.2920164","ON"
1157,"Campus Hi-Fi","4.5","Breakfast and brunch","736 Richmond Street, London, ON N6A","42.9948923","-81.2526362","ON"
1158,"La Parrillada Grill and Latin Cuisine","4.1","Mexican","196 Thompson Rd, London, ON N5Z 2Y9","42.9685079","-81.2223956","ON"
1159,"Angel's Family Restaurant","4.8","Comfort Food","100 Belmont Dr, London, ON N6J","42.9468412","-81.2591966","ON"
1160,"IHOP (Oxford St)","4.3","American","530 Oxford St W, Unit #18A, London, ON N6H 1T6","42.9826361","-81.2902491","ON"
1161,"The Breakfast Griddle","4.7","Breakfast and brunch","159 Saint Julien Street, London, ON N5Z 2M8","42.9787225","-81.2042708","ON"
1162,"BUTTERBITES Cafe and Restaurant","4.9","Salads","1494 Dundas St, London, ON N5W 3B9","42.9999258","-81.1963653","ON"
1163,"Joe's Bros Pizza","New","Pizza","1086 Commissioners Rd E, London, ON N5Z","42.962247","-81.2000002","ON"
1164,"Cinnabon (Oxford St)","4.2","Bakery","530 Oxford St W, Unit #18A, London, ON N6H 1T6","42.9826361","-81.2902491","ON"
1165,"PetSmart (London East)","4.5","Retail","1275 Highbury Ave N, Unit  117, London, ON N5Y 1A8","43.0176139","-81.2162134","ON"
1166,"Dollarama (Adelaide Centre)","4.8","Toys","1030 Adelaide St N, Unit 10A, London, ON N5Y 2M9","43.0075335","-81.2391478","ON"
1167,"Denny's Canada (3700 Highbury Ave South)","4.3","American","3700 Highbury Ave South, London, ON N6N","42.9331923","-81.1748575","ON"
1168,"Mylos Grill","4","Breakfast and brunch","855 Wellington Road, London, ON N6E","42.9419143","-81.2264978","ON"
1169,"Food Basics (1299 Oxford St E)","4.5","Everyday Essentials","1299 Oxford St E, London, ON N5Y 4W5","43.0074407","-81.211217","ON"
1170,"Pastry Culture","4.7","Pastry","130 King St C-7b, London, ON N6A 1C3","42.9825955","-81.2503345","ON"
1171,"Happiness Downtown","4.8","Bakery","430 Wellington St, London, ON N6B","42.9857358","-81.2453222","ON"
1172,"Smiley's Pizzeria","5","Pizza","1464 Adelaide Street North, London, ON N5X","43.0310794","-81.2520984","ON"
1173,"Pinto’s Convenience","4.9","Convenience","767 Hamilton Road, London, ON N5Z","42.9787552","-81.2036563","ON"
1174,"Canadian Tire Gas+ (1975 Dundas St E)","New","Snacks","1975 Dundas St. E., London, ON N5V 4Y5","43.0051749","-81.1706978","ON"
1175,"Walmart (330 Clarke Rd)","New","Grocery","330 Clarke Rd, London, ON N5W 6G4","43.0018191","-81.1712914","ON"
1176,"COBS Bread (London North West)","4.9","Bakery","1320 Fanshawe Park Road W, London, ON N6G","43.0099506","-81.3329473","ON"
1177,"Cedar North Restaurant","4.6","Middle Eastern","1215 Fanshawe Park Road West, London, ON N6G 5B4","43.0129525","-81.3309167","ON"
1178,"Tea Point","New","Comfort Food","1299 Oxford St E, 40, London, ON N5Y 4W5","43.0074407","-81.211217","ON"
1179,"The Knotty Pine Restaurant","4.7","Breakfast & Brunch","1100 Wellington Rd, London, ON N6E1M2","42.9320992","-81.2211713","ON"
1180,"The Chopped Leaf (1041 Wellington Road) - London","4.7","Sandwiches","1041 Wellington Road , Unit 2, London, ON N6E 1W4","42.9374222","-81.2247808","ON"
1181,"Chez Leon Breads","New","Desserts","1255 Kilally Rd, London, ON N5Y 0B7","43.0309715","-81.2215255","ON"
1182,"On the Run 42357 | 1885 Huron St","New","Everyday Essentials","1885 Huron St., LONDON, ON N5V 3A5","43.0272057","-81.1878619","ON"
1183,"Tim Hortons (1384 Wellington Rd)","4.3","Bakery","1384 Wellington Rd S, London, ON N6E 1M3","42.9265298","-81.2164163","ON"
1184,"BEEBA BOYZ KITCHEN AND BAR","New","Breakfast and brunch","480 Sovereign Rd, Unit 9, London, ON N6M 1A4","42.9984469","-81.1437591","ON"
1185,"Dairy Queen (720 Proudfoot Lane)","4.7","American","720 Proudfoot Lane, London, ON N6H","42.9874483","-81.286121","ON"
1186,"Shelby's Shawarma (West Five)","4.6","Middle Eastern","1876 Oxford St W, 1876 Oxford St W, London, ON, N6K 0J8, London, ON N6K 0J8","42.96443","-81.36267","ON"
1187,"Burger King (1605 Saint-Denis St)","4.3","American","1605 Saint-Denis St, Montreal, QC H2X 3K3","45.5150172","-73.5626077","QC"
1188,"Pizza Pizza (St-Laurent Blvd.)","4.2","Pizza","3714 St. Laurent Blvd, Montreal, QC H2X","45.5146028","-73.5746012","QC"
1189,"Capitaine Sandwich","4.9","Sandwiches","4050 Rue De Bullion, Montreal, QC H2W","45.5183879","-73.5784822","QC"
1190,"Première Moisson (Gare Centrale)","New","Sandwich","895, Rue De La Gauchetière O.,  Suite 90-401,, Montréal, QC, NAMER H3B 4G1","45.5001751","-73.5664735","QC"
1191,"Pizzaway","4.7","Pizza","5595 Chemin De La Côte-Des-Neiges, Montreal, QC H3T 1Y8","45.4981247","-73.6256092","QC"
1192,"A&W (Concordia)","4.5","Fast food","1540 Boulevard De Maisonneuve Ouest, Montreal, QC H3G","45.4960044","-73.5788333","QC"
1193,"Starbucks (Village - Sainte-Catherine Est)","4.8","Coffee & tea","1301 Rue Sainte-Catherine Est, Montréal, QC H2L","45.5195025","-73.5556525","QC"
1194,"Depanneur Tina Plus","4.8","Convenience","1311 Rue Ontario Est, Montreal, QC H2L 1R8","45.5224508","-73.5617242","QC"
1195,"McDonald's (St-Christophe & Ste-Catherine)","4.4","Burgers","850, Rue Sainte-Catherine Est, Montréal, QC H2L 2E2","45.5157648","-73.5583967","QC"
1196,"Boulangerie Ange Humaniti","4.5","Breakfast and brunch","345 Avenue Viger Ouest, Montreal, QC H2Z","45.5037803","-73.5620349","QC"
1197,"Depanneur mimjim exp","4.7","Conveniência","200 Avenue Des Pins Est, Montreal, QC H2X","45.5168907","-73.5733133","QC"
1198,"St-Hubert (Verdun)","4.5","Canadian","4120 Boulevard Lasalle, Verdun, QC H4G 2A5","45.462389","-73.5630003","QC"
1199,"Tommy Cafe (Notre-Dame)","4.5","Breakfast and brunch","200 Rue Notre-Dame Ouest, Montréal, QC H2Y 1T3","45.5037125","-73.5574195","QC"
1200,"Sandwicherie SAMING","New","Asian: Other","6595 St Hubert, Montréal, QC H2S","45.536967","-73.60457","QC"
1201,"Cafe et Crepe","4.2","Salad / Sandwiches","374 Rue Sainte-Catherine O, Montreal, Qc H3b1a2, Ca, QC H3A","45.5057235","-73.5672379","QC"
1202,"Copper Branch (Stanley)","4.7","Sandwich","1180 Boulevard De Maisonneuve O, Montréal, QC H3A","45.4999244","-73.5754243","QC"
1203,"Patisserie Harmonie","4.9","American","85 Rue De La Gauchetière Ouest, Montreal, QC H2Z","45.50711","-73.5609039","QC"
1204,"Wendy's (530 Niagara St.)","4.5","Fast food","530 Niagara St, Welland, ON L3C 1L8","43.005","-79.252407","ON"
1205,"TETA'S DOUGH","4.3","Desserts","1190 Rue Mackay, Montreal, QC H3G 2H4","45.4948622","-73.575127","QC"
1206,"District Bagel Kosher","4.8","Salads","709 Chemin Lucerne, Montréal, QC H3R 2G4","45.5029277","-73.6449431","QC"
1207,"Julian’s Comptoir Gourmand","4.9","Salad / Sandwiches","111 Avenue Du Mont-Royal O, Montréal, QC H2T 2S9","45.5187698","-73.5877522","QC"
1208,"La Belle Province (Sherbrooke Est)","4.5","American","3929 Sherbrooke E, Montréal, QC H1X","45.5528961","-73.5551497","QC"
1209,"Boulangerie Ange Masson","4.8","American","3165 Rue Masson, Montréal, QC H1Y 1Y2","45.550061","-73.5739229","QC"
1210,"B&M (Saint-Viateur)","4.9","Breakfast and brunch","120 Rue Saint Viateur O, Montreal, QC H2T","45.5242025","-73.6002243","QC"
1211,"Depanneur no.1","4.9","Everyday Essentials","1501 Rue Marie-Anne Est, Montreal, QC H2J 2C7","45.5304398","-73.5738001","QC"
1212,"Ben & Florentine (300, chemin du Golf)","4.7","Breakfast and brunch","300 Chemin Du Golf, Verdun, QC H3E 1A8","45.4681021","-73.5489762","QC"
1213,"Au Pain Doré (Rouen)","4.8","Breakfast and brunch","3075 Rue De Rouen, Montréal, QC H1W","45.5398608","-73.5524487","QC"
1214,"Arthurs Nosh Bar","4.9","Breakfast and brunch","4621 Notre-Dame St W, Montreal, QC H4C 1S5","45.4734447","-73.5882848","QC"
1215,"Freshii (Maisonneuve)","4.2","Bowls","1102 Boulevard De Maisonneuve O, Montréal, QC H3A","45.5005945","-73.5747368","QC"
1216,"Les Glaceurs (Vieux-Montréal)","New","American","453 Rue Saint-Sulpice, Montreal, QC H2Y 2V8","45.504812","-73.5559543","QC"
1217,"Restaurant Laterna","New","Burgers","3997 Rue Wellington, Montreal, QC H4G 1V6","45.4638675","-73.5671077","QC"
1218,"Madame Dibou les Gateaux","4.9","Cupcakes","4482 Rue Fabre, Montreal, QC H2J","45.53123","-73.5755204","QC"
1219,"Cora Déjeuners et Diners (1396 avenue du Mont Royal)","4.6","Breakfast and brunch","1396 Avenue Du Mont Royal, Montreal, QC H2J","45.5307281","-73.5764778","QC"
1220,"District Bagel Park Avenue","4.8","Sandwich","5679 Avenue Du Parc, Montréal, QC H2V","45.5232705","-73.6041678","QC"
1221,"Le Plezl","New","Kosher","3429 Rue Peel, Montreal, QC H3A 1W7","45.5025847","-73.5774177","QC"
1222,"L'Oeufrier (Masson)","4.6","Breakfast and brunch","2876 Rue Masson, Montréal, QC H1Y 1W9","45.5478102","-73.5748428","QC"
1223,"La Planète Oeuf","4.7","Breakfast and brunch","2734 Rue Masson, Montréal, QC H1Y","45.5467281","-73.575294","QC"
1224,"Boulangerie de Froment et de Sève","4.7","Sandwiches","2355 Rue Beaubien E, Montréal, QC H2G","45.5478764","-73.5927756","QC"
1225,"Boulangerie Pâtisserie La Conca d'Oro","4.9","Bakery","2550 Jean Talon St E, Montreal, QC H2A","45.5542378","-73.601188","QC"
1226,"L2 BubbleTea (Alexis Nihon)","4.6","Desserts","1500 Avenue Atwater, Montreal, QC H3Z 1X5","45.4896824","-73.585606","QC"
1227,"Café Bénédictins","4.7","Breakfast and brunch","5511 Rue De Verdun, Montréal, QC H4H","45.4523673","-73.5726292","QC"
1228,"Au Pain Doré (Côte-des-Neiges)","4.6","Breakfast and brunch","5214 Chemin De La Côte-Des-Neiges, Montréal, QC H3T 1X8","45.4956431","-73.6210921","QC"
1229,"Banh Mi Hanoi","4.9","Vietnamese","2499 Jean Talon St E, Montreal, QC H2E 1W3","45.5536308","-73.6023096","QC"
1230,"Vegateau","4.9","Dessert: Other","1215 Avenue Du Mont-Royal E, Montreal, QC H2J 1Y2","45.529027","-73.5784896","QC"
1231,"Wendy's (7295 des Galeries d'Anjou)","4.4","Fast food","7295 Des Galeries D'Anjou, QC H1M 2W2","45.5976009","-73.5626331","QC"
1232,"Boulangerie de Froment et de Sève (Petite Italie)","4.8","Sandwiches","91 Rue Beaubien Est, Montréal, QC H2S 1R1","45.5313838","-73.6076111","QC"
1233,"Felix&Norton Montreal","4.4","Dessert: Other","3905 St Laurent Blvd, Montréal, QC H2W","45.5163749","-73.577704","QC"
1234,"Real Fruit Thé Aux Perles (Montreal Eaton Center)","4.8","Juice & Smoothies","705 Rue Ste-Catherine O, Montreal, QC H3B 4G5","45.5028755","-73.5715679","QC"
1235,"Depanneur Provisoir","4.7","Everyday Essentials","4301 Rue Bannantyne, Montreal, QC H4G 1C9","45.4613587","-73.5760976","QC"
1236,"Kosher Pizza Bar (Boul. Cavendish)","4.3","Pizza","5800 Boul Cavendish, Côte Saint-Luc, QC H4W","45.4758369","-73.6662946","QC"
1237,"Forno West (Ave de Courtrai)","4.8","Sicilian","5273 Avenue De Courtrai, Montreal, QC H3W","45.494013","-73.6491731","QC"
1238,"Canard Café","4.8","Breakfast and brunch","4299 Rue Ontario Est, Montréal, QC H1V 1K4","45.5524857","-73.540016","QC"
1239,"Le Marquis Castelnau","4.7","Desserts","367 Rue De Castelnau Est, Montréal, QC H2R 1R1","45.5388072","-73.6178317","QC"
1240,"Bernie Beigne","5","Pastry","23 Rue Bernard Ouest, Montréal, QC H2T 2J6","45.5270131","-73.6026129","QC"
1241,"Boulangerie Chez Fred","5","Desserts","5338 Rue Sherbrooke Ouest, Montreal, QC H4A","45.4736941","-73.6092508","QC"
1242,"7-Eleven (6 Crowland Ave @ East Main)","4.2","Wings","6 Crowland Ave @ East Main, Welland, ON L3B","42.9931507","-79.2361279","ON"
